"","Import_ISO3","Year","imports","unequal_imports","prop_unequal"
"121","ANT",1986,152.299995422363,152.299995422363,1
"122","ANT",1987,15.3999996185303,15.3999996185303,1
"123","ANT",1988,200.100002288818,200.100002288818,1
"124","ANT",1989,531.700001433492,531.700001433492,1
"125","ANT",1990,405.599999904633,405.599999904633,1
"126","ANT",1991,211.999999001622,2.70000000298023,0.0127358491306388
"127","ANT",1992,100.099999397993,11.8999997675419,0.118881117273818
"128","ANT",1993,540.300003156066,182.500002123415,0.337775311969969
"129","ANT",1994,557.899997249246,89.9000015258789,0.161139992774934
"130","ANT",1995,113.599998474121,NA,NA
"131","ANT",1996,620.966668188572,15.4000000730157,0.0248000430005997
"132","ANT",1997,517.10000288114,471.200002949685,0.911235738395451
"133","ANT",1998,525.100001513958,298.299998648465,0.568082265832055
"134","ANT",1999,296.166658759117,284.799992009997,0.961620707757099
"135","ANT",2000,435.500003349036,381.066670057364,0.875009568603732
"136","ANT",2001,299.080004446208,187.426669604145,0.626677366650417
"137","ANT",2002,536.446667105716,379.106668050226,0.706699642847285
"138","ANT",2003,1093.12732754211,1052.68066076777,0.962999125760323
"139","ANT",2004,549.105332920095,494.400000561727,0.900373700493037
"140","ANT",2005,2371.36132763041,286.887337238528,0.120980018479597
"141","ANT",2006,1349.69999876618,322.466662485152,0.238917287382331
"142","ANT",2007,869.00001271069,1.50000002980232,0.00172612198833386
"143","ANT",2008,971.666667036712,348.866668976843,0.359039453355728
"144","ANT",2009,461.500002413988,129.700001634657,0.281040088745894
"145","ANT",2010,504.033335562795,111.933333892375,0.222075259699623
"146","ARE",1977,0.500000014901161,NA,NA
"147","ARE",1978,7875.53341197176,NA,NA
"148","ARE",1979,9179.57333670894,NA,NA
"149","ARE",1980,7192.57335955463,NA,NA
"150","ARE",1981,6763.87970352452,NA,NA
"151","ARE",1982,3752.9867047423,NA,NA
"152","ARE",1983,4371.50000431936,NA,NA
"153","ARE",1984,2563.10598854907,NA,NA
"154","ARE",1985,1739.43331986805,NA,NA
"155","ARE",1986,2539.79995842744,NA,NA
"156","ARE",1987,3282.2732705939,NA,NA
"157","ARE",1988,11066.5654348891,3928.0319952147,0.35494589701977
"158","ARE",1989,5979.01328654296,4802.00129617937,0.803142770561706
"159","ARE",1990,5861.12292731181,5251.43693574239,0.895977955226226
"160","ARE",1991,4523.58598914574,3246.73132988065,0.717733969835243
"161","ARE",1992,7498.07231769519,6785.90131782927,0.905019454375597
"162","ARE",1993,6083.40001504123,3634.80001062155,0.597494822243234
"163","ARE",1994,10836.3832566552,3406.44997935928,0.314353036311004
"164","ARE",1995,1820.32333477773,623.469999888912,0.342505085759965
