Fishing_ISO3,Fished_ISO3,Year,Total_fished_where,disp_fished,unequal_disp_fished,unequal_disp_fished_hs,unequal_fishing_in_waters,rev_disp_fished,rev_fishing_in_waters,Fishing_ME,Fished_ME
FIN,LVA,1984,6897.112816,6897.112816,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1985,6882.202338,6882.202338,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1986,6519.332628,6519.332628,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1987,805.0731356,805.0731356,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1988,756.4017545,756.4017545,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1989,618.4033773,618.4033773,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1990,745.9076542,745.9076542,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1991,414.1880283,414.1880283,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1992,387.1315566,387.1315566,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1993,238.2961617,238.2961617,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1994,726.2844754,726.2844754,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1995,403.1493702,403.1493702,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1996,284.1534765,284.1534765,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1997,802.7774452,802.7774452,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1998,834.8222501,834.8222501,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,1999,160.3512616,160.3512616,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2000,115.4367773,115.4367773,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2001,34.67758012,34.67758012,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2002,44.9036757,44.9036757,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2003,69.2880751,69.2880751,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2004,35.65539509,35.65539509,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2005,189.4655923,189.4655923,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2006,1352.847675,1352.847675,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2007,2866.231132,2866.231132,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2008,2293.861615,2293.861615,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2009,2587.454831,2587.454831,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2010,3648.131187,3648.131187,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2011,1397.291725,1397.291725,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2012,68.19820296,68.19820296,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2013,160.4076682,160.4076682,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2014,177.9059202,177.9059202,NA,NA,NA,NA,NA,NA,NA
FIN,LVA,2015,117.2493905,117.2493905,NA,NA,NA,NA,NA,NA,NA
FIN,NOR,1976,998.1326502,998.1326502,NA,NA,NA,NA,NA,NA,88
FIN,NOR,1982,17.33135271,17.33135271,NA,NA,NA,NA,NA,NA,88
FIN,NOR,1983,12.55029801,12.55029801,NA,NA,NA,NA,NA,NA,88
FIN,NOR,1984,16.73369934,16.73369934,NA,NA,NA,NA,NA,NA,88
FIN,NOR,2003,62.14318541,62.14318541,NA,NA,NA,NA,NA,NA,88
FIN,POL,1976,2204.114312,2204.114312,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1977,2157.924881,2157.924881,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1978,2379.264167,2379.264167,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1979,2388.528978,2388.528978,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1980,2019.557855,2019.557855,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1981,1876.755495,1876.755495,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1982,2003.007916,2003.007916,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1983,2162.049676,2162.049676,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1984,2221.696251,2221.696251,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1985,2112.48585,2112.48585,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1986,2032.180274,2032.180274,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1987,3.224011932,3.224011932,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1988,181.7153815,181.7153815,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1989,135.5181852,135.5181852,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1990,227.875622,227.875622,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1991,296.135674,296.135674,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1992,286.8906324,286.8906324,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1993,22.40727241,22.40727241,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1994,66.77267818,66.77267818,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1995,564.5328193,564.5328193,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1996,1021.881087,1021.881087,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1997,2641.829491,2641.829491,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1998,2013.505999,2013.505999,NA,NA,NA,NA,NA,NA,NA
FIN,POL,1999,822.0704043,822.0704043,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2000,686.1890687,686.1890687,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2001,694.1557818,694.1557818,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2002,1577.518164,1577.518164,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2003,713.9413074,713.9413074,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2004,1567.595559,1567.595559,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2005,572.2822108,572.2822108,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2006,841.3220974,841.3220974,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2007,2687.033928,2687.033928,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2008,2120.124422,2120.124422,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2009,1289.68123,1289.68123,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2010,987.5122296,987.5122296,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2011,630.3650713,630.3650713,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2012,569.9290481,569.9290481,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2013,203.9277883,203.9277883,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2014,110.7682087,110.7682087,NA,NA,NA,NA,NA,NA,NA
FIN,POL,2015,279.1648819,279.1648819,NA,NA,NA,NA,NA,NA,NA
FIN,RUS,1976,2075.99429,2075.99429,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1977,2038.207632,2038.207632,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1978,2237.993338,2237.993338,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1979,2187.807635,2187.807635,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1980,1733.616383,1733.616383,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1981,1578.651005,1578.651005,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1982,1702.644793,1702.644793,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1983,1868.589265,1868.589265,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1984,1932.196784,1932.196784,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1985,1865.363841,1865.363841,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1986,1793.667758,1793.667758,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1987,3018.852183,3018.852183,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1988,3499.870685,3499.870685,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1989,2933.24252,2933.24252,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1990,1373.036239,1373.036239,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1991,1179.550736,1179.550736,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1992,1377.417204,1377.417204,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1993,1378.377879,1378.377879,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1994,1647.683802,1647.683802,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1995,2004.166193,2004.166193,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1996,4333.398053,4333.398053,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1997,4167.041695,4167.041695,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1998,4461.541421,4461.541421,NA,NA,NA,NA,NA,NA,83
FIN,RUS,1999,5641.987716,5641.987716,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2000,9143.719577,9143.719577,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2001,5400.527792,5400.527792,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2002,4571.376554,4571.376554,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2003,1353.534036,1353.534036,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2004,982.2279061,982.2279061,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2005,2023.357626,2023.357626,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2006,2032.911038,2032.911038,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2007,3981.630273,3981.630273,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2008,2912.568031,2912.568031,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2009,3823.775446,3823.775446,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2010,4336.809298,4336.809298,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2011,3668.035755,3668.035755,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2012,2545.459315,2545.459315,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2013,2256.314655,2256.314655,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2014,3418.44533,3418.44533,NA,NA,NA,NA,NA,NA,83
FIN,RUS,2015,2696.881205,2696.881205,NA,NA,NA,NA,NA,NA,83
FIN,SWE,1976,37509.62453,37509.62453,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1977,38260.13899,38260.13899,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1978,43822.73656,43822.73656,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1979,41540.41882,41540.41882,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1980,36648.4504,36648.4504,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1981,32697.91076,32697.91076,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1982,36394.39631,36394.39631,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1983,41138.05032,41138.05032,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1984,42775.73922,42775.73922,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1985,42851.74356,42851.74356,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1986,40497.30202,40497.30202,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1987,25804.20722,25804.20722,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1988,28392.85698,28392.85698,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1989,24788.64781,24788.64781,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1990,25149.30391,25149.30391,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1991,20761.17177,20761.17177,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1992,26495.13306,26495.13306,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1993,27968.45708,27968.45708,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1994,34787.31872,34787.31872,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1995,35562.55774,35562.55774,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1996,36929.18637,36929.18637,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1997,38041.84,38041.84,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1998,38332.45426,38332.45426,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,1999,34247.95627,34247.95627,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2000,31260.59203,31260.59203,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2001,32169.72616,32169.72616,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2002,30977.01661,30977.01661,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2003,28007.51153,28007.51153,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2004,33503.40793,33503.40793,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2005,32090.35075,32090.35075,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2006,39076.87161,39076.87161,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2007,42249.8217,42249.8217,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2008,39586.1994,39586.1994,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2009,40310.3169,40310.3169,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2010,41543.17165,41543.17165,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2011,41624.59619,41624.59619,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2012,48000.38024,48000.38024,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2013,50751.9724,50751.9724,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2014,52131.09723,52131.09723,NA,NA,NA,NA,NA,NA,NA
FIN,SWE,2015,52984.16622,52984.16622,NA,NA,NA,NA,NA,NA,NA
FJI,HighSeas,1976,639.8672484,639.8672484,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1977,1675.142139,1675.142139,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1978,2550.731497,2550.731497,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1979,4603.899421,4603.899421,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1980,3097.848694,3097.848694,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1981,6368.043227,6368.043227,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1982,5672.842896,5672.842896,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1983,4838.073727,4838.073727,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1984,6103.206931,6103.206931,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1985,5791.720046,5791.720046,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1986,4426.707708,4426.707708,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1987,4683.589894,4683.589894,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1988,4936.499953,4936.499953,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1989,6451.296885,6451.296885,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1990,5787.776756,5787.776756,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1991,5360.890888,5360.890888,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1992,4970.741608,4970.741608,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1993,6601.838487,6601.838487,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1994,8374.736861,8374.736861,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1995,8829.927366,8829.927366,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1996,7557.538884,7557.538884,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1997,5867.458655,5867.458655,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1998,5691.79625,5691.79625,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,1999,7026.844704,7026.844704,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2000,10944.72443,10944.72443,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2001,12096.15122,12096.15122,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2002,13491.69078,13491.69078,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2003,15454.09085,15454.09085,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2004,21403.71092,21403.71092,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2005,19550.42721,19550.42721,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2006,19869.10674,19869.10674,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2007,16875.6971,16875.6971,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2008,18889.10763,18889.10763,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2009,20623.44758,20623.44758,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2010,17812.63092,17812.63092,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2011,20519.19235,20519.19235,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2012,19298.77464,19298.77464,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2013,17380.21872,17380.21872,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2014,18787.2232,18787.2232,NA,NA,NA,NA,NA,NA,49
FJI,HighSeas,2015,18063.60933,18063.60933,NA,NA,NA,NA,NA,NA,49
FJI,SLB,1991,2605.754794,2605.754794,NA,NA,NA,NA,NA,NA,NA
FJI,SLB,1992,2270.776055,2270.776055,NA,NA,NA,NA,NA,NA,NA
FJI,SLB,1993,1868.298581,1868.298581,NA,NA,NA,NA,NA,NA,NA
FJI,TUV,1981,3082.70048,3082.70048,NA,NA,NA,NA,NA,NA,NA
FLK,HighSeas,1976,3242.015898,3242.015898,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1977,2443.016674,2443.016674,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1978,4647.016374,4647.016374,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1979,3860.016274,3860.016274,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1980,4611.017651,4611.017651,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1981,3915.017459,3915.017459,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1982,2761.016843,2761.016843,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1983,4013.017851,4013.017851,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1984,6257.019651,6257.019651,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1985,10339.01324,10339.01324,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1986,11830.01463,11830.01463,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1987,8951.015035,8951.015035,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1988,7726.032705,7726.032705,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1989,6104.701594,6104.701594,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1990,2184.318731,2184.318731,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1991,2571.694102,2571.694102,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1992,2629.880206,2629.880206,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1993,2531.787014,2531.787014,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1994,2415.362255,2415.362255,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1995,4944.384516,4944.384516,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1996,4351.518149,4351.518149,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1997,7125.296916,7125.296916,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1998,9638.266894,9638.266894,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,1999,10641.05406,10641.05406,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2000,12489.95819,12489.95819,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2001,11995.15763,11995.15763,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2002,12141.48461,12141.48461,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2003,12602.36601,12602.36601,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2004,10736.96762,10736.96762,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2005,13410.90795,13410.90795,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2006,12851.82332,12851.82332,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2007,11019.63577,11019.63577,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2008,12701.92055,12701.92055,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2009,8864.644955,8864.644955,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2010,12548.01443,12548.01443,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2011,10716.24487,10716.24487,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2012,13857.81691,13857.81691,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2013,11800.76191,11800.76191,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2014,11546.94607,11546.94607,NA,NA,NA,NA,NA,NA,49
FLK,HighSeas,2015,12587.55554,12587.55554,NA,NA,NA,NA,NA,NA,49
FRA,ABW,1976,8.54336037,8.54336037,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1976,1399.312179,1399.312179,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1977,1035.235856,1035.235856,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1978,664.9393547,664.9393547,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1979,480.146762,480.146762,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1980,635.522135,635.522135,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1981,988.6682928,988.6682928,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1982,470.2954736,470.2954736,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1983,362.0387705,362.0387705,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1984,142.9137498,142.9137498,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1985,791.0314691,791.0314691,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1986,776.768427,776.768427,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1987,735.8895561,735.8895561,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1988,546.0339092,546.0339092,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1989,655.1337427,655.1337427,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1990,1196.625895,1196.625895,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1991,322.1385106,322.1385106,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1992,224.9139597,224.9139597,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1993,266.6629516,266.6629516,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1994,220.8985929,220.8985929,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1995,262.075982,262.075982,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1996,274.1436309,274.1436309,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1997,96.09264762,96.09264762,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1998,93.23953541,93.23953541,NA,NA,NA,NA,NA,71,NA
FRA,AGO,1999,97.19879806,97.19879806,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2000,92.55470836,92.55470836,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2001,93.85074948,93.85074948,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2002,97.20140641,97.20140641,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2003,108.322531,108.322531,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2004,91.11379502,91.11379502,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2005,75.061872,75.061872,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2006,58.34665525,58.34665525,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2007,37.6197442,37.6197442,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2008,47.37088281,47.37088281,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2009,87.31677634,87.31677634,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2010,109.1120108,109.1120108,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2011,127.7425107,127.7425107,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2012,409.1476526,409.1476526,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2013,392.9455809,392.9455809,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2014,652.6768155,652.6768155,NA,NA,NA,NA,NA,71,NA
FRA,AGO,2015,428.0120881,428.0120881,NA,NA,NA,NA,NA,71,NA
FRA,AIA,1976,5.04550607,5.04550607,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1976,11.7993314,11.7993314,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1977,12.13505154,12.13505154,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1978,6.155138052,6.155138052,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1979,6.081908184,6.081908184,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1980,6.558101867,6.558101867,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1981,9.06027718,9.06027718,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1982,19.88797393,19.88797393,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1983,15.08441148,15.08441148,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1984,15.45332535,15.45332535,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1985,23.37633709,23.37633709,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1986,14.77696889,14.77696889,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1987,18.71593669,18.71593669,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1988,24.7850534,24.7850534,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1989,19.01166484,19.01166484,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1990,20.65777994,20.65777994,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1991,20.46085098,20.46085098,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1992,31.47489186,31.47489186,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1993,30.0985409,30.0985409,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1994,53.09379858,53.09379858,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1995,42.98067834,42.98067834,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1996,41.02046714,41.02046714,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1997,36.86039979,36.86039979,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1998,31.88209414,31.88209414,NA,NA,NA,NA,NA,71,NA
FRA,ALB,1999,27.53482765,27.53482765,NA,NA,NA,NA,NA,71,NA
FRA,ALB,2000,30.40735478,30.40735478,NA,NA,NA,NA,NA,71,NA
FRA,ALB,2001,27.79229373,27.79229373,NA,NA,NA,NA,NA,71,NA
FRA,ANT,1976,5.246314175,5.246314175,NA,NA,NA,NA,NA,71,NA
FRA,ATG,1976,6.269445681,6.269445681,NA,NA,NA,NA,NA,71,NA
FRA,ATG,1977,12.48551007,12.48551007,NA,NA,NA,NA,NA,71,NA
FRA,ATG,1978,19.8666891,19.8666891,NA,NA,NA,NA,NA,71,NA
FRA,ATG,1979,19.69587109,19.69587109,NA,NA,NA,NA,NA,71,NA
FRA,ATG,1980,18.99608158,18.99608158,NA,NA,NA,NA,NA,71,NA
FRA,ATG,1981,19.53503454,19.53503454,NA,NA,NA,NA,NA,71,NA
FRA,BEL,1976,549.1785104,549.1785104,NA,NA,NA,NA,NA,71,NA
FRA,BEL,1977,491.8348157,491.8348157,NA,NA,NA,NA,NA,71,NA
