country,max_yr,min_yr,total_years,mov_avg_imports,mov_avg_unequal,mov_avg_prop_unequal,time
AGO,2015,1982,33,2919.76534644006,392.654832337284,0.164550697629891,1994
AGO,2015,1982,33,3104.85741270466,171.689248420458,0.0516139208663836,1995
AGO,2015,1982,33,3097.67360041209,816.592737855316,0.224073214657589,1996
AGO,2015,1982,33,3346.54899375202,1032.25698370849,0.281484557712032,1997
AGO,2015,1982,33,3550.95891275255,1509.66880878046,0.408034603761554,1998
AGO,2015,1982,33,5183.72005581345,1073.87954009532,0.278191851441864,1999
AGO,2015,1982,33,6334.4675980882,1349.38909861445,0.299511096860104,2000
AGO,2015,1982,33,6912.99434337646,1401.88922538267,0.195621654514608,2001
AGO,2015,1982,33,7606.64294779154,1178.88158627995,0.162680701767197,2002
AGO,2015,1982,33,8680.48422352523,1014.32526925225,0.137954393677769,2003
AGO,2015,1982,33,9277.99643029184,1163.56507244445,0.147881977118578,2004
AGO,2015,1982,33,10905.5050382326,1283.25626675505,0.144311116619399,2005
AGO,2015,1982,33,12485.1451597471,675.638866791502,0.0527503188454917,2006
AGO,2015,1982,33,13505.4923561846,717.083916246425,0.0499734376756237,2007
AGO,2015,1982,33,16322.2688926025,837.411887948091,0.0536148631274787,2008
AGO,2015,1982,33,21367.8490075808,532.911882240946,0.0311981312134908,2009
AGO,2015,1982,33,27412.9704368552,17.506667449139,0.000447492813141419,2010
AGO,2015,1982,33,35396.9721728487,2404.93086022005,0.0442897534726843,2011
AGO,2015,1982,33,50824.1114016796,2602.8453545492,0.0406054114981769,2012
AGO,2015,1982,33,53925.8904882683,2142.84568042279,0.0353804744074165,2013
AGO,2015,1982,33,57620.6379373391,2845.46090670884,0.0468759431217017,2014
AGO,2015,1982,33,61129.401175177,2845.46090670884,0.0468759431217017,2015
ALB,2015,1986,29,352.533890884059,209.418780168829,0.682311113441319,1986
ALB,2015,1986,29,435.784583604895,325.873250520788,0.757977153695963,1987
ALB,2015,1986,29,881.450198310054,793.521131842769,0.80638172295677,1988
