"","ISO3","imports","unequal_imports","Total_fished","disp_fished","unequal_fish","unequal_fish_hs","unequal_fishing_in_waters","unequal_fish_eez","Total_fished_fmi_wadj","disp_fished_fmi_wadj","coi_disp_fished_fmi_wadj","unequal_fish_fmi_wadj","unequal_fish_hs_fmi_wadj","unequal_fishing_in_waters_fmi_wadj","unequal_fish_eez_fmi_wadj","Total_fished_fmi","disp_fished_fmi","coi_disp_fished_fmi","unequal_fish_fmi","unequal_fish_hs_fmi","unequal_fishing_in_waters_fmi","unequal_fish_eez_fmi","ME_score","ME_quant","FMI_weight_adj","FMI","Country.Name"
"106","LAO",946.640008901966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laos"
"107","LBN",6694.06001493037,5184.56001692711,3330.00002,NA,NA,0,5551.4235834116,NA,3330.00002,NA,NA,NA,0,NA,NA,3330.00002,NA,NA,NA,0,NA,NA,61,3,NA,NA,"Lebanon"
"108","LBR",2212.76000193954,NA,9674.3328408,1143.966533,1143.966533,1143.966533,NA,0,9674.3328408,1143.966533,NA,NA,0,NA,NA,9674.3328408,1143.966533,NA,NA,0,NA,NA,52,1,NA,NA,"Liberia"
"109","LBY",17479.4600666702,NA,42335.1992982032,8055.8140462032,NA,0,NA,NA,42335.1992982032,8055.8140462032,NA,NA,0,NA,NA,42335.1992982032,8055.8140462032,NA,NA,0,NA,NA,46,1,NA,NA,"Libya"
"110","LCA",183.307999974117,183.302666640654,1907.76034,NA,NA,0,NA,NA,1907.76034,NA,NA,NA,0,NA,NA,1907.76034,NA,NA,NA,0,NA,NA,68,5,NA,NA,"St. Lucia"
"111","LKA",30125.8754270537,7459.61996926944,307248.397706,268373.816786,167749.33098,167749.33098,NA,0,307248.397706,268373.816786,NA,NA,0,NA,NA,307248.397706,268373.816786,NA,NA,0,NA,NA,59,2,NA,NA,"Sri Lanka"
"112","LSO",360.686199760925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lesotho"
"113","LTU",65223.0960718555,351.25446450595,165846.842476121,164548.554645059,140529.182431406,24110.0908518,12557.9625049436,116419.091579606,165846.842476121,164548.554645059,NA,NA,0,NA,NA,165846.842476121,164548.554645059,NA,NA,0,NA,NA,63,3,NA,NA,"Lithuania"
"114","LUX",1294.3623411774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg"
"115","LVA",55616.0310022762,3012.39247845565,159427.42637732,132748.97520932,108925.804814065,5436.7213942,28422.6687306,103489.083419865,159427.42637732,132748.97520932,NA,NA,0,NA,NA,159427.42637732,132748.97520932,NA,NA,0,NA,NA,65,4,NA,NA,"Latvia"
"116","MAC",6817.05598024253,NA,1499.9656,NA,NA,0,NA,NA,1499.9656,NA,NA,NA,0,NA,NA,1499.9656,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Macao SAR China"
"117","MAR",24663.734230325,18303.4089072704,1021212.590248,94161.189428,94161.189428,0,848.96771794,94161.189428,1021212.590248,94161.189428,NA,NA,0,3261.10139554,NA,1021212.590248,94161.189428,NA,NA,0,3261.10139554,NA,66,4,55,54,"Morocco"
"118","MDA",4864.17944777483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moldova"
"119","MDG",6751.92171087185,179.441998015158,97856.0313552,15559.1246552,15559.1246552,15559.1246552,17091.674830708,0,97856.0313552,15559.1246552,NA,NA,0,NA,NA,97856.0313552,15559.1246552,NA,NA,0,NA,NA,51,1,NA,NA,"Madagascar"
"120","MDV",613.766668731719,4.74999994039536,127809.97416,NA,NA,0,NA,NA,127809.97416,NA,NA,NA,0,NA,NA,127809.97416,NA,NA,NA,0,NA,NA,57,2,NA,NA,"Maldives"
"121","MEX",75707.7200534195,4889.80001853854,1433306.32532,165797.30772,165797.30772,165797.30772,NA,0,1433306.32532,165797.30772,165797.30772,165797.30772,165797.30772,NA,0,1433306.32532,165797.30772,165797.30772,165797.30772,165797.30772,NA,0,57,2,58,58,"Mexico"
"122","MHL",469.768000003649,NA,59134.26904076,52187.04486536,39843.07270176,16717.7788786,NA,23125.29382316,59134.26904076,52187.04486536,NA,NA,0,NA,NA,59134.26904076,52187.04486536,NA,NA,0,NA,NA,56,2,NA,NA,"Marshall Islands"
"123","MKD",713.503002790093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Macedonia"
"124","MLI",3448.38014201559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mali"
"125","MLT",5958.85255086648,4496.59068548437,1595.3783600138,1387.2325911338,719.045612414,0,1408.8909479,719.045612414,1595.3783600138,1387.2325911338,NA,NA,0,NA,NA,1595.3783600138,1387.2325911338,NA,NA,0,NA,NA,62,3,NA,NA,"Malta"
"126","MMR",17632.444823757,NA,1167226.1078,NA,NA,0,264835.42928,NA,1167226.1078,NA,NA,NA,0,264835.42928,NA,1167226.1078,NA,NA,NA,0,264835.42928,NA,51,1,21,21,"Myanmar (Burma)"
"127","MNE",520.733329251407,NA,763.96318,NA,NA,0,NA,NA,763.96318,NA,NA,NA,0,NA,NA,763.96318,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Montenegro"
"128","MNG",186.276000816561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mongolia"
"129","MOZ",6645.05997974052,NA,101494.1529782,11055.7751042,11055.7751042,11055.7751042,6420.794011946,0,101494.1529782,11055.7751042,NA,NA,0,NA,NA,101494.1529782,11055.7751042,NA,NA,0,NA,NA,52,1,NA,NA,"Mozambique"
"130","MRT",1429.45999492913,1090.75999463074,241469.23926414,807.93460414,807.93460414,807.93460414,694856.03638356,0,241469.23926414,807.93460414,NA,NA,0,NA,NA,241469.23926414,807.93460414,NA,NA,0,NA,NA,58,2,NA,NA,"Mauritania"
"131","MSR",6.24000010788441,6.40000011275213,31.99914,NA,NA,0,NA,NA,31.99914,NA,NA,NA,0,NA,NA,31.99914,NA,NA,NA,0,NA,NA,62,3,NA,NA,"Montserrat"
"132","MTQ",131.088465989323,130.807132665196,10637.42537998,6329.46741772,6329.46741772,583.25790252,NA,5746.2095152,10637.42537998,6329.46741772,NA,NA,0,NA,NA,10637.42537998,6329.46741772,NA,NA,0,NA,NA,71,5,NA,NA,"Martinique"
"133","MUS",126579.348652699,119.565334894927,7542.22952,NA,NA,0,15785.57264218,NA,7542.22952,NA,NA,NA,0,NA,NA,7542.22952,NA,NA,NA,0,NA,NA,51,1,NA,NA,"Mauritius"
"134","MWI",74.9644003555294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malawi"
"135","MYS",210033.548726327,107211.33180953,1389677.81142,182411.07822,182411.07822,182411.07822,815554.0274,0,1389677.81142,182411.07822,182411.07822,NA,0,NA,NA,1389677.81142,182411.07822,182411.07822,NA,0,NA,NA,63.5,3,48,45,"Malaysia"
"136","MYT",143.080000303685,77.3500009849669,17318.07936,NA,NA,0,255.56043438,NA,17318.07936,NA,NA,NA,0,NA,NA,17318.07936,NA,NA,NA,0,NA,NA,57,2,NA,NA,"Mayotte"
"137","NAM",161705.063389254,152760.265803342,9805.08823972,7660.61401952,7660.61401952,7660.61401952,NA,0,9805.08823972,7660.61401952,NA,NA,0,NA,NA,9805.08823972,7660.61401952,NA,NA,0,NA,NA,77,5,NA,NA,"Namibia"
"138","NCL",1049.71999146259,459.503659403324,3660.91792,NA,NA,0,2.609175062,NA,3660.91792,NA,NA,NA,0,NA,NA,3660.91792,NA,NA,NA,0,NA,NA,63,3,NA,NA,"New Caledonia"
"139","NER",746.878672615311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Niger"
"140","NGA",547281.943335297,29829.4213427197,314102.1313791,1006.0530191,1006.0530191,1006.0530191,NA,0,314102.1313791,1006.0530191,1006.0530191,NA,0,NA,NA,314102.1313791,1006.0530191,1006.0530191,NA,0,NA,NA,59,2,47,48,"Nigeria"
"141","NIC",6595.99211556942,476.195164416421,33228.85532,14444.333742,14444.333742,14444.333742,NA,0,33228.85532,14444.333742,NA,NA,0,NA,NA,33228.85532,14444.333742,NA,NA,0,NA,NA,57,2,NA,NA,"Nicaragua"
"142","NLD",590925.793591901,357166.378489551,446940.504230041,409340.046603901,220878.859766034,48573.704155,66203.55076006,172305.155611034,446940.504230041,409340.046603901,NA,NA,0,NA,NA,446940.504230041,409340.046603901,NA,NA,0,NA,NA,66.5,4,NA,NA,"Netherlands"
"143","NOR",426193.857165556,240333.698354597,3871393.01090031,1278084.14230031,658054.356528246,182484.26466,316373.1606852,475570.091868246,3871393.01090031,1278084.14230031,911405.634122496,733565.537742496,182484.26466,190486.72016,551081.273082496,3871393.01090031,1278084.14230031,911405.634122496,733565.537742496,182484.26466,190486.72016,551081.273082496,69,5,88,89,"Norway"
"144","NPL",106.234666465502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal"
"145","NZL",106372.345498877,77555.7238483586,449416.811407131,56963.0938271312,56946.522490836,56917.18476,NA,29.3377308359995,449416.811407131,56963.0938271312,56917.18476,56917.18476,56917.18476,NA,0,449416.811407131,56963.0938271312,56917.18476,56917.18476,56917.18476,NA,0,71,5,83,83,"New Zealand"
"146","OMN",23203.414680737,46.340000178665,156939.72618,NA,NA,0,6778.39584133333,NA,156939.72618,NA,NA,NA,0,NA,NA,156939.72618,NA,NA,NA,0,NA,NA,49,1,NA,NA,"Oman"
"147","PAK",2942.35332845523,2644.41999645848,338034.096318,87459.667458,87459.667458,87459.667458,NA,0,338034.096318,87459.667458,NA,NA,0,NA,NA,338034.096318,87459.667458,NA,NA,0,NA,NA,62,3,NA,NA,"Pakistan"
"148","PAN",59579.8698448841,32099.7023640925,199370.71798,94924.155346,94924.155346,94924.155346,NA,0,199370.71798,94924.155346,NA,NA,0,NA,NA,199370.71798,94924.155346,NA,NA,0,NA,NA,57.5,2,NA,NA,"Panama"
"149","PER",77695.9691788809,41772.8628512661,6773738.99916,136711.39816,136711.39816,136711.39816,NA,0,6773738.99916,136711.39816,136711.39816,136711.39816,136711.39816,NA,0,6773738.99916,136711.39816,136711.39816,136711.39816,136711.39816,NA,0,68,5,63,62,"Peru"
"150","PHL",109178.099851546,16262.9199526459,2252813.26833363,380795.449133627,376107.376438475,376075.11994,NA,32.2564984748024,2252813.26833363,380795.449133627,376075.11994,NA,0,NA,NA,2252813.26833363,380795.449133627,376075.11994,NA,0,NA,NA,64,4,42,40,"Philippines"
"151","PLW",126.979999808967,NA,968.28026,599.40737952,NA,0,5015.628834342,NA,968.28026,599.40737952,NA,NA,0,NA,NA,968.28026,599.40737952,NA,NA,0,NA,NA,47,1,NA,NA,"Palau"
"152","PNG",10158.9800205866,2162.63174635174,208604.80446,NA,NA,0,NA,NA,208604.80446,NA,NA,NA,0,NA,NA,208604.80446,NA,NA,NA,0,NA,NA,59,2,NA,NA,"Papua New Guinea"
"153","POL",180439.625604755,105055.877926669,301406.107051489,271306.723723489,237307.12052641,154868.41,14431.7912508,82438.7105264098,301406.107051489,271306.723723489,NA,NA,0,NA,NA,301406.107051489,271306.723723489,NA,NA,0,NA,NA,67,4,NA,NA,"Poland"
"154","PRK",5606.58001372144,NA,205659.982354,43498.671734,NA,0,NA,NA,205659.982354,43498.671734,NA,NA,0,NA,NA,205659.982354,43498.671734,NA,NA,0,NA,NA,49,1,NA,NA,"North Korea"
"155","PRT",158637.748431443,79870.3939029987,316893.623525196,185870.421945196,159672.610036821,37046.210926,5932.7121314084,122626.399110821,316893.623525196,185870.421945196,NA,NA,0,NA,NA,316893.623525196,185870.421945196,NA,NA,0,NA,NA,63,3,NA,NA,"Portugal"
"156","PRY",336.986664918228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraguay"
"157","PSE",142.860000798968,NA,2017.39792,2017.39792,NA,0,NA,NA,2017.39792,2017.39792,NA,NA,0,NA,NA,2017.39792,2017.39792,NA,NA,0,NA,NA,NA,NA,NA,NA,"Palestinian Territories"
"158","PYF",990.040000480414,70.8499999549239,12792.02824,7691.9556686,7691.9556686,7691.9556686,NA,0,12792.02824,7691.9556686,NA,NA,0,NA,NA,12792.02824,7691.9556686,NA,NA,0,NA,NA,65,4,NA,NA,"French Polynesia"
"159","QAT",7921.76487395532,1085.65567599283,14737.3511,NA,NA,0,NA,NA,14737.3511,NA,NA,NA,0,NA,NA,14737.3511,NA,NA,NA,0,NA,NA,57,2,NA,NA,"Qatar"
"160","ROU",19118.3308255299,2822.2195532965,48865.88689992,48680.57974352,48453.48642432,1199.49096432,NA,47253.99546,48865.88689992,48680.57974352,NA,NA,0,NA,NA,48865.88689992,48680.57974352,NA,NA,0,NA,NA,64,4,NA,NA,"Romania"
"161","RUS",551990.747052629,41288.2106517867,4086161.52244442,1939854.82684442,650834.19981352,157334.7986,2478977.36579236,493499.40121352,4086161.52244442,1939854.82684442,1464639.2566729,771036.1359189,157334.7986,157476.180506,613701.3373189,4086161.52244442,1939854.82684442,1464639.2566729,771036.1359189,157334.7986,157476.180506,613701.3373189,67.75,4,83,84,"Russia"
"162","RWA",126.87491759118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rwanda"
"163","SAU",53769.7974822145,306.062664230075,66430.318082,7825.622004,7825.622004,7825.622004,607642.772045983,0,66430.318082,7825.622004,NA,NA,0,NA,NA,66430.318082,7825.622004,NA,NA,0,NA,NA,54,1,NA,NA,"Saudi Arabia"
"164","SDN",429.586665094272,370.749993715435,5486.79596,NA,NA,0,43204.7032973812,NA,5486.79596,NA,NA,NA,0,NA,NA,5486.79596,NA,NA,NA,0,NA,NA,60,3,NA,NA,"Sudan"
"165","SEN",11080.2033924392,1977.68784882011,386816.982612,8355.331872,8355.331872,8355.331872,8554.795523,0,386816.982612,8355.331872,NA,NA,0,NA,NA,386816.982612,8355.331872,NA,NA,0,NA,NA,57,2,NA,NA,"Senegal"
"166","SGP",97750.9550417768,NA,2120.04128,980.68784378,NA,0,NA,NA,2120.04128,980.68784378,NA,NA,0,NA,NA,2120.04128,980.68784378,NA,NA,0,NA,NA,NA,NA,NA,NA,"Singapore"
"167","SHN",189.780003149807,NA,912.53056,510.3492424,NA,0,NA,NA,912.53056,510.3492424,NA,NA,0,NA,NA,912.53056,510.3492424,NA,NA,0,NA,NA,NA,NA,NA,NA,"St. Helena"
"168","SLB",596.79826593661,NA,32805.92577988,19485.64407588,2215.39641316,0,11441.9592670958,2215.39641316,32805.92577988,19485.64407588,NA,NA,0,NA,NA,32805.92577988,19485.64407588,NA,NA,0,NA,NA,51,1,NA,NA,"Solomon Islands"
"169","SLE",325.160001631081,235.325002066791,180623.3769134,6475.0611334,6475.0611334,6475.0611334,NA,0,180623.3769134,6475.0611334,NA,NA,0,NA,NA,180623.3769134,6475.0611334,NA,NA,0,NA,NA,63,3,NA,NA,"Sierra Leone"
"170","SLV",11385.6128999348,10417.692903931,47191.2073398,37510.616116,37510.616116,37510.616116,NA,0,47191.2073398,37510.616116,NA,NA,0,NA,NA,47191.2073398,37510.616116,NA,NA,0,NA,NA,70,5,NA,NA,"El Salvador"
"171","SOM",286.673335817934,11.0500001157634,29800.01918,NA,NA,0,NA,NA,29800.01918,NA,NA,NA,0,NA,NA,29800.01918,NA,NA,NA,0,NA,NA,52,1,NA,NA,"Somalia"
"172","SRB",7350.62126527705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serbia"
"173","STP",2.06666670242945,NA,4648.00046,NA,NA,0,1532.546195655,NA,4648.00046,NA,NA,NA,0,NA,NA,4648.00046,NA,NA,NA,0,NA,NA,47,1,NA,NA,"São Tomé & Príncipe"
"174","SUR",1035.00719857364,572.967131379887,29896.19884,NA,NA,0,NA,NA,29896.19884,NA,NA,NA,0,NA,NA,29896.19884,NA,NA,NA,0,NA,NA,62,3,NA,NA,"Suriname"
"175","SVK",5327.41534205744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slovakia"
"176","SVN",4547.71396074209,2588.41634037946,779.26522,NA,NA,0,NA,NA,779.26522,NA,NA,NA,0,NA,NA,779.26522,NA,NA,NA,0,NA,NA,64,4,NA,NA,"Slovenia"
"177","SWE",368410.650142767,2643.29827514134,212846.34388638,133398.43212638,1728.79983,1728.79983,164016.444779842,0,212846.34388638,133398.43212638,NA,NA,0,NA,NA,212846.34388638,133398.43212638,NA,NA,0,NA,NA,54,1,NA,NA,"Sweden"
"178","SWZ",87.4436668239884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eswatini"
"179","SYC",40920.7667347211,NA,75667.8311794684,67152.5899790684,62650.577808,62650.577808,16695.73706673,0,75667.8311794684,67152.5899790684,NA,NA,0,NA,NA,75667.8311794684,67152.5899790684,NA,NA,0,NA,NA,51,1,NA,NA,"Seychelles"
"180","SYR",3962.99999611229,2733.63332165778,3061.19562,NA,NA,0,NA,NA,3061.19562,NA,NA,NA,0,NA,NA,3061.19562,NA,NA,NA,0,NA,NA,66,4,NA,NA,"Syria"
"181","TCA",909.954671436793,6.5000001937151,5421.348000092,23.936673292,23.936673292,23.936673292,NA,0,5421.348000092,23.936673292,NA,NA,0,NA,NA,5421.348000092,23.936673292,NA,NA,0,NA,NA,64,4,NA,NA,"Turks & Caicos Islands"
"182","TCD",35.6056665078737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chad"
"183","TGO",9202.63996905984,NA,19270.1983014,6601.7891188,6601.7891188,6601.7891188,NA,0,19270.1983014,6601.7891188,NA,NA,0,NA,NA,19270.1983014,6601.7891188,NA,NA,0,NA,NA,51,1,NA,NA,"Togo"
"184","THA",867588.408846516,438262.940586139,1636073.02477735,1204751.65819735,1203825.89554475,123302.8395,NA,1080523.05604475,1636073.02477735,1204751.65819735,1203692.29618,264835.42928,0,NA,264835.42928,1636073.02477735,1204751.65819735,1203692.29618,264835.42928,0,NA,264835.42928,69,5,26,23,"Thailand"
"185","TJK",135.299998803437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tajikistan"
"186","TKM",335.089332316304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turkmenistan"
"187","TLS",77.2000001311302,NA,3149.80278,NA,NA,0,NA,NA,3149.80278,NA,NA,NA,0,NA,NA,3149.80278,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Timor-Leste"
"188","TON",322.092532427353,43.8399994000793,2179.72254006,1354.1215726,1354.1215726,1354.1215726,NA,0,2179.72254006,1354.1215726,NA,NA,0,NA,NA,2179.72254006,1354.1215726,NA,NA,0,NA,NA,69,5,NA,NA,"Tonga"
"189","TTO",2258.05600526084,1521.34667378794,13640.89592,4414.032598,4414.032598,4414.032598,NA,0,13640.89592,4414.032598,NA,NA,0,NA,NA,13640.89592,4414.032598,NA,NA,0,NA,NA,61,3,NA,NA,"Trinidad & Tobago"
"190","TUN",18334.6597742201,17408.1613065723,97707.40534,NA,NA,0,NA,NA,97707.40534,NA,NA,NA,0,NA,NA,97707.40534,NA,NA,NA,0,NA,NA,70,5,NA,NA,"Tunisia"
"191","TUR",35095.9401035085,18911.4799547196,478059.58784,NA,NA,0,34327.978045576,NA,478059.58784,NA,NA,NA,0,NA,NA,478059.58784,NA,NA,NA,0,NA,NA,67,4,NA,NA,"Turkey"
"192","TUV",24.3250003028661,NA,7338.953540142,6415.444025822,NA,0,2377.7792933286,NA,7338.953540142,6415.444025822,NA,NA,0,NA,NA,7338.953540142,6415.444025822,NA,NA,0,NA,NA,41,1,NA,NA,"Tuvalu"
"193","TWN",245070.373068242,68978.5053364311,931841.125033128,666571.951773128,665463.462050328,627992.19056,NA,37471.2714903282,931841.125033128,666571.951773128,NA,NA,0,NA,NA,931841.125033128,666571.951773128,NA,NA,0,NA,NA,63,3,NA,NA,"Taiwan"
"194","TZA",2003.03333902001,719.773330959085,76270.79144,32128.3332,32128.3332,32128.3332,NA,0,76270.79144,32128.3332,NA,NA,0,NA,NA,76270.79144,32128.3332,NA,NA,0,NA,NA,68,5,NA,NA,"Tanzania"
"195","UGA",1569.74553064008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"196","UKR",233644.223424931,21689.1820354728,210896.57117924,159262.09952124,146792.76015804,84963.400264,NA,61829.35989404,210896.57117924,159262.09952124,NA,NA,0,NA,NA,210896.57117924,159262.09952124,NA,NA,0,NA,NA,65,4,NA,NA,"Ukraine"
"197","URY",46571.418348807,28342.7449883221,91271.4002,28202.975482,28202.975482,28202.975482,NA,0,91271.4002,28202.975482,NA,NA,0,NA,NA,91271.4002,28202.975482,NA,NA,0,NA,NA,67,4,NA,NA,"Uruguay"
"198","USA",1098116.56390806,727668.239956964,4503059.66079266,310587.159592665,283913.2163002,191248.78806,NA,92664.4282402,4503059.66079266,310587.159592665,281046.78573,281046.78573,191248.78806,NA,89797.99767,4503059.66079266,310587.159592665,281046.78573,281046.78573,191248.78806,NA,89797.99767,69.75,5,92,92,"United States"
"199","UZB",788.763267524308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uzbekistan"
"200","VCT",65.1760005025427,NA,9872.1627408252,7926.9051126252,NA,0,NA,NA,9872.1627408252,7926.9051126252,NA,NA,0,NA,NA,9872.1627408252,7926.9051126252,NA,NA,0,NA,NA,49,1,NA,NA,"St. Vincent & Grenadines"
"201","VEN",21872.3254081464,5938.65307790806,245828.395432,63924.279132,63924.279132,63924.279132,NA,0,245828.395432,63924.279132,NA,NA,0,NA,NA,245828.395432,63924.279132,NA,NA,0,NA,NA,58,2,NA,NA,"Venezuela"
"202","VNM",108662.572101819,50134.7677915151,1994982.0196,NA,NA,0,NA,NA,1994982.0196,NA,NA,NA,0,NA,NA,1994982.0196,NA,NA,NA,0,NA,NA,64,4,50,50,"Vietnam"
"203","VUT",1353.27999782711,NA,138510.442978822,127424.584075822,126732.603804,126732.603804,NA,0,138510.442978822,127424.584075822,NA,NA,0,NA,NA,138510.442978822,127424.584075822,NA,NA,0,NA,NA,51,1,NA,NA,"Vanuatu"
"204","WSM",1541.75999527574,1541.75999527574,12088.98134,8631.6498252,8631.6498252,8631.6498252,NA,0,12088.98134,8631.6498252,NA,NA,0,NA,NA,12088.98134,8631.6498252,NA,NA,0,NA,NA,73,5,NA,NA,"Samoa"
"205","YEM",57975.07092966,46417.3259051552,162540.84277,69326.198392,69326.198392,69326.198392,NA,0,162540.84277,69326.198392,NA,NA,0,NA,NA,162540.84277,69326.198392,NA,NA,0,NA,NA,63,3,NA,NA,"Yemen"
"206","ZAF",72412.4877829979,32885.5836824577,99468.840921778,12987.566917778,12945.19795315,8771.7483142,NA,4173.44963895,99468.840921778,12987.566917778,8771.7483142,8771.7483142,8771.7483142,NA,0,99468.840921778,12987.566917778,8771.7483142,8771.7483142,8771.7483142,NA,0,67,4,81,80,"South Africa"
"207","ZMB",814.459535962972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zambia"
"208","ZWE",1742.34099830607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zimbabwe"
"209","AIA",NA,NA,714.60028,NA,NA,0,NA,NA,714.60028,NA,NA,NA,0,NA,NA,714.60028,NA,NA,NA,0,NA,NA,67,4,NA,NA,"Anguilla"
"210","ASM",NA,NA,5136.29993994,5005.711616,5005.711616,5005.711616,NA,0,5136.29993994,5005.711616,NA,NA,0,NA,NA,5136.29993994,5005.711616,NA,NA,0,NA,NA,78,5,NA,NA,"American Samoa"
"211","ESH",NA,NA,NA,NA,NA,0,94161.189428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,3,NA,NA,"Western Sahara"
"212","GIB",NA,NA,0.94486,NA,NA,0,NA,NA,0.94486,NA,NA,NA,0,NA,NA,0.94486,NA,NA,NA,0,NA,NA,67,4,NA,NA,"Gibraltar"
"213","GLP",NA,NA,5520.03596,NA,NA,0,NA,NA,5520.03596,NA,NA,NA,0,NA,NA,5520.03596,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Guadeloupe"
"214","GUF",NA,NA,4134.6395,NA,NA,0,223.16897862,NA,4134.6395,NA,NA,NA,0,NA,NA,4134.6395,NA,NA,NA,0,NA,NA,60,3,NA,NA,"French Guiana"
"215","GUM",NA,NA,380.142340018,310.84771602,310.84771602,310.84771602,NA,0,380.142340018,310.84771602,NA,NA,0,NA,NA,380.142340018,310.84771602,NA,NA,0,NA,NA,75,5,NA,NA,"Guam"
"216","HighSeas",NA,NA,NA,NA,NA,0,8214905.54649668,NA,NA,NA,NA,NA,0,3275630.0087418,NA,NA,NA,NA,NA,0,3275630.0087418,NA,49,1,49,49,"High seas"
"217","IMN",NA,NA,4346.80000006,4346.80000006,NA,0,NA,NA,4346.80000006,4346.80000006,NA,NA,0,NA,NA,4346.80000006,4346.80000006,NA,NA,0,NA,NA,56,2,NA,NA,"Isle of Man"
"218","IOT",NA,NA,35.4814,NA,NA,0,NA,NA,35.4814,NA,NA,NA,0,NA,NA,35.4814,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"British Indian Ocean Territory"
"219","MCO",NA,NA,1.0011,NA,NA,0,NA,NA,1.0011,NA,NA,NA,0,NA,NA,1.0011,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Monaco"
"220","MNP",NA,NA,202.200679992,141.83041932,141.83041932,141.83041932,NA,0,202.200679992,141.83041932,NA,NA,0,NA,NA,202.200679992,141.83041932,NA,NA,0,NA,NA,78,5,NA,NA,"Northern Mariana Islands"
"221","NFK",NA,NA,0.1656,0.11592077375,NA,0,NA,NA,0.1656,0.11592077375,NA,NA,0,NA,NA,0.1656,0.11592077375,NA,NA,0,NA,NA,NA,NA,NA,NA,"Norfolk Island"
"222","NIU",NA,NA,229.8621600108,222.227722915,222.227722915,222.227722915,NA,0,229.8621600108,222.227722915,NA,NA,0,NA,NA,229.8621600108,222.227722915,NA,NA,0,NA,NA,64,4,NA,NA,"Niue"
