"","Fishing_ISO3","Year","Total_fished","disp_fished","unequal_fish","unequal_fish_hs","unequal_fishing_in_waters","rev_fish","rev_fishing_in_waters","unequal_fish_eez","prop_disp","prop_unequal_disp","prop_rev_disp"
"1547","DMA",1978,1069.9722,NA,NA,NA,1116.009439973,NA,1525.247133617,NA,NA,NA,NA
"1548","DMA",1979,641.9834,NA,NA,NA,1175.871618845,NA,2202.86948902,NA,NA,NA,NA
"1549","DMA",1980,1444.9624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550","DMA",1981,1513.9607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551","DMA",1982,1544.9598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552","DMA",1983,799.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","DMA",1984,699.9819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554","DMA",1985,639.9835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555","DMA",1986,643.9834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556","DMA",1987,499.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557","DMA",1988,499.9869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558","DMA",1989,499.9872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559","DMA",1990,457.9919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560","DMA",1991,551.9876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561","DMA",1992,710.9843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562","DMA",1993,793.983,NA,NA,NA,218.6290961,NA,NA,NA,NA,NA,NA
"1563","DMA",1994,881.9806,NA,NA,NA,418.8635205,NA,NA,NA,NA,NA,NA
"1564","DMA",1995,949.9786,NA,NA,NA,716.0595297,NA,NA,NA,NA,NA,NA
"1565","DMA",1996,1029.9755,NA,NA,NA,1063.762797,NA,NA,NA,NA,NA,NA
"1566","DMA",1997,1078.9746,NA,NA,NA,1728.555391,NA,NA,NA,NA,NA,NA
"1567","DMA",1998,1211.971,NA,NA,NA,2359.432044,NA,NA,NA,NA,NA,NA
"1568","DMA",1999,1199.9778,NA,NA,NA,2404.997441,NA,NA,NA,NA,NA,NA
"1569","DMA",2000,1199.9775,NA,NA,NA,2544.53152,NA,NA,NA,NA,NA,NA
"1570","DMA",2001,1199.9777,NA,NA,NA,2476.463677,NA,NA,NA,NA,NA,NA
"1571","DMA",2002,1197.9847,NA,NA,NA,2475.779937,NA,NA,NA,NA,NA,NA
"1572","DMA",2003,949.9875,NA,NA,NA,2468.301957,NA,NA,NA,NA,NA,NA
"1573","DMA",2004,700.1893,NA,NA,NA,2467.618137,NA,NA,NA,NA,NA,NA
"1574","DMA",2005,579.3955,NA,NA,NA,2190.109563,NA,NA,NA,NA,NA,NA
"1575","DMA",2006,694.1922,NA,NA,NA,2508.4419,NA,NA,NA,NA,NA,NA
"1576","DMA",2007,677.5932,NA,NA,NA,2906.023405,NA,NA,NA,NA,NA,NA
"1577","DMA",2008,699.5939,NA,NA,NA,3323.942387,NA,NA,NA,NA,NA,NA
"1578","DMA",2009,791.1924,NA,NA,NA,2855.970888,NA,NA,NA,NA,NA,NA
"1579","DMA",2010,699.9931,NA,NA,NA,2448.342383,NA,NA,NA,NA,NA,NA
"1580","DMA",2011,663.9928,NA,NA,NA,2040.513725,NA,NA,NA,NA,NA,NA
"1581","DMA",2012,625.1941,NA,NA,NA,1632.684673,NA,NA,NA,NA,NA,NA
"1582","DMA",2013,547.1942,NA,NA,NA,1556.182763,NA,NA,NA,NA,NA,NA
"1583","DMA",2014,749.992,NA,NA,NA,1475.523032,NA,NA,NA,NA,NA,NA
"1584","DMA",2015,944.9906,NA,NA,NA,1394.286061,NA,NA,NA,NA,NA,NA
"1585","DNK",1976,1894391.83239321,799522.92447151,157008.89951297,26.84850627,NA,642514.02495854,204023.1845693,156982.0510067,0.422047282299281,0.196378233453098,0.803621766546902
"1586","DNK",1977,1790597.99020921,810887.93584861,134118.28344841,20.62367591,NA,676769.6524002,128871.37016,134097.6597725,0.452858732268468,0.165396816895608,0.834603183104392
"1587","DNK",1978,1721455.89564367,554817.89774667,163731.33111827,16.44855807,NA,391086.5666284,140463.708963,163714.8825602,0.322295737666412,0.295108236023471,0.70489176397653
"1588","DNK",1979,1720552.96666506,618207.28679706,174663.94158776,30.35016086,NA,443543.3452093,123086.431381,174633.5914269,0.35930732664123,0.282532971250948,0.717467028749053
"1589","DNK",1980,2009116.18387947,789699.48626647,193113.55780742,8478.064767,NA,596585.92845905,117769.9648479,184635.49304042,0.393058147957184,0.244540564057373,0.755459435942627
"1590","DNK",1981,1832040.23620907,631074.97820907,179524.94026007,15.17680847,NA,451550.037949,113870.341439475,179509.7634516,0.34446567588216,0.284474819092883,0.715525180907117
"1591","DNK",1982,1903696.0965909,723235.0255909,194700.0774521,821.8629027,NA,515845.5318388,119962.7439705,193878.2145494,0.37991096734718,0.269207201757168,0.71324744182203
"1592","DNK",1983,1837361.0248598,699583.3993898,195764.7783666,11993.23482,NA,496605.7978252,147925.3751602,183771.5435466,0.380754457030665,0.2798305084674,0.709859322360073
"1593","DNK",1984,1823155.52326817,634451.29452417,204800.3195063,1706.211653,NA,429588.565514,154070.2279415,203094.1078533,0.347996255079138,0.322799119922826,0.677102512394093
"1594","DNK",1985,1739541.4688824,595452.8412857,198665.6581707,7965.321218,NA,394499.952437,148799.9992517,190700.3369527,0.342304481920893,0.333637938046851,0.66252090020294
"1595","DNK",1986,1823011.93317794,656612.92777594,178877.20805394,1126.447372,NA,477543.0166748,145533.9656632,177750.76068194,0.360180268612564,0.27242413374319,0.727282385822527
"1596","DNK",1987,1681786.84405186,698721.212459858,154189.670700708,3122.509653,NA,544470.2609252,138892.1059931,151067.161047708,0.415463597501131,0.220674094261259,0.77923820146863
"1597","DNK",1988,1943029.649272,841830.717274,258941.1710724,2081.72675,NA,582889.5462016,143152.87060983,256859.4443224,0.433256753230405,0.307592923088977,0.692407076911023
"1598","DNK",1989,1891779.6439123,662637.7435013,169431.7347075,1250.538269,NA,493206.0087938,149012.77993625,168181.1964385,0.350272160731643,0.255692852345299,0.744307147654701
"1599","DNK",1990,1472047.04973337,486556.93209337,136956.08512617,648.6055335,NA,349497.3785884,144769.39316062,136307.47959267,0.330530829283955,0.281480081964772,0.718307263827723
"1600","DNK",1991,1750170.68918467,555211.79937867,147393.44592367,1469.322143,NA,407627.2015666,127409.32408717,145924.12378067,0.317232943512109,0.265472466703006,0.734183246866818
"1601","DNK",1992,1952058.77408756,617984.70688156,160540.42807792,2308.222256,NA,457346.9059545,117714.5531152,158232.20582192,0.316580993915217,0.25978058403424,0.740061850822067
"1602","DNK",1993,1491567.638096,517419.712915,110628.066252,1501.150451,NA,406698.377209,120117.315615819,109126.915801,0.346896580282133,0.21380721199962,0.786012529205301
"1603","DNK",1994,1842882.9484588,550783.3348588,145234.7822727,996.1723899,NA,405221.3058078,131422.63812122,144238.6098828,0.298870492734994,0.263687684577335,0.735718167492637
"1604","DNK",1995,1998115.1039315,669812.4507185,155055.3376619,942.0328584,NA,514757.1130566,116544.4026134,154113.3048035,0.335222154820097,0.231490676973194,0.768509323026806
"1605","DNK",1996,1681991.58988117,631003.05480817,175160.3444517,1014.689833,NA,455807.063086,110690.11589958,174145.6546187,0.37515232454447,0.277590327205231,0.722353179771165
"1606","DNK",1997,1825975.2682598,680260.6445348,215987.2491338,1303.244907,NA,464273.395401,136809.518438398,214684.0042268,0.372546472211042,0.317506607017526,0.682493392982474
"1607","DNK",1998,1556498.6875627,574889.833818,175618.082946,1184.782305,NA,399271.750872,128221.846853687,174433.300641,0.369348100587359,0.305481281134635,0.694518718865365
"1608","DNK",1999,1404289.0841217,492974.739571998,164799.492802998,2046.714156,NA,326855.523014,116441.8737774,162752.778646998,0.351049328194647,0.334296018790085,0.663026919589788
"1609","DNK",2000,1533794.0310832,693318.017919597,212776.635829,3541.935958,NA,480541.251069,110102.591910399,209234.699871,0.452028110599675,0.306896157794179,0.693103653228189
"1610","DNK",2001,1510179.71739071,780983.256021715,322076.580805515,1161.043067,NA,458194.507891,125220.0359773,320915.537738515,0.51714590457558,0.412398829708789,0.58668928476779
"1611","DNK",2002,1441914.90866488,455804.916803885,123961.423474885,1260.879856,NA,330257.382182,127527.413724926,122700.543618885,0.316110828776942,0.271961575895463,0.724558621477304
"1612","DNK",2003,1030700.46847097,402353.879140972,109421.555269972,2914.821923,NA,292932.323871,81948.464779258,106506.733346972,0.39036935700423,0.271953523857127,0.728046476142873
"1613","DNK",2004,1089657.08140816,395898.83249726,93016.02041726,700.4681758,NA,301402.576284,88392.346929724,92315.55224146,0.363324241407802,0.234948963679765,0.761312111942351
"1614","DNK",2005,910327.34828856,325446.67384806,84373.30463306,838.0073294,NA,239236.481732,85863.825661569,83535.29730366,0.357505104575742,0.259253854511511,0.735101941289747
"1615","DNK",2006,887371.9622945,368378.4861629,105141.3303999,1949.287524,NA,263237.155763,100231.87850705,103192.0428759,0.415134241125192,0.285416587420921,0.714583412579079
"1616","DNK",2007,721782.6824325,329473.7098838,151300.7419258,4628.344178,NA,178172.967958,106566.544161,146672.3977478,0.456472173554277,0.459219468464301,0.540780531535699
"1617","DNK",2008,769975.5111547,344471.1066995,129248.7073345,1645.591058,NA,215222.399365,104247.4472896,127603.1162765,0.44737930195067,0.375209138940208,0.624790861059792
"1618","DNK",2009,862314.9842173,358734.6064891,159497.5718441,1308.046867,NA,199237.034645,94950.03789936,158189.5249771,0.416013420913373,0.444611612481681,0.555388387518319
"1619","DNK",2010,982071.7758792,538551.013091,247786.989867,7004.60528,NA,290764.023224,100546.707037572,240782.384587,0.548382538138684,0.460099384912179,0.539900615087821
"1620","DNK",2011,859837.0531127,467496.4535127,225424.3138027,1328.616318,NA,242072.13971,97570.7143152,224095.6974847,0.543703544549882,0.482194703529609,0.517805296470391
"1621","DNK",2012,609776.261763883,414720.539213183,167946.9357748,523.2646688,NA,246770.7451465,70545.511615261,167423.671106,0.680119193248901,0.404964114131971,0.595028993776578
"1622","DNK",2013,752874.271641779,388982.241826579,91252.2327113,4189.024152,NA,297728.579973,80449.294121521,87063.2085593,0.516662949549774,0.234592284426144,0.765404041518525
"1623","DNK",2014,850847.4427169,434065.9713594,109518.1341714,7365.211258,NA,324547.837188,91827.807518444,102152.9229134,0.510157226274729,0.252307578565565,0.747692421434435
"1624","DNK",2015,962032.0366779,465127.8662736,150947.6210175,8273.071018,NA,313511.273603,105860.15292162,142674.5499995,0.48348479940417,0.324529300355246,0.674032446421055
"1625","DOM",1976,6390.0045,NA,NA,NA,3354.540232838,NA,1869.03824575,NA,NA,NA,NA
"1626","DOM",1977,4187.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627","DOM",1978,4430.9955002,695.2867422,695.2867422,NA,NA,NA,201.6493634,NA,0.156914341747496,1,NA
"1628","DOM",1979,6728.9976,1527.707826,1527.707826,NA,NA,NA,356.2433335,NA,0.227033492477394,1,NA
"1629","DOM",1980,8031.9894,2642.840989,2642.840989,NA,NA,NA,633.0548772,NA,0.329039401994231,1,NA
"1630","DOM",1981,8981.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","DOM",1982,11391.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632","DOM",1983,10803.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","DOM",1984,12783.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","DOM",1985,15631.0052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","DOM",1986,16087.0067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636","DOM",1987,18231.0154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","DOM",1988,11421.0017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638","DOM",1989,19772.0071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","DOM",1990,18189.0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","DOM",1991,16106.0047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","DOM",1992,11816.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","DOM",1993,10820.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","DOM",1994,19058.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","DOM",1995,15768.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","DOM",1996,12606.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","DOM",1997,13468.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","DOM",1998,9076.0009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","DOM",1999,7804.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649","DOM",2000,10828.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","DOM",2001,12059.0089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","DOM",2002,15159.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","DOM",2003,16591.0084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","DOM",2004,12243.0066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654","DOM",2005,9499.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","DOM",2006,11045.0097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","DOM",2007,12228.0052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657","DOM",2008,13674.0064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658","DOM",2009,13801.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","DOM",2010,14140.0008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","DOM",2011,13032.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","DOM",2012,12711.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","DOM",2013,12622.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","DOM",2014,12940.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","DOM",2015,10659.0022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","DZA",1976,35122.0013,NA,NA,NA,NA,NA,4269.535271302,NA,NA,NA,NA
"1666","DZA",1977,43474.9985,NA,NA,NA,NA,NA,3634.284247847,NA,NA,NA,NA
"1667","DZA",1978,34142.9977,NA,NA,NA,NA,NA,4025.567992671,NA,NA,NA,NA
"1668","DZA",1979,38677.9965,NA,NA,NA,NA,NA,3966.126268413,NA,NA,NA,NA
"1669","DZA",1980,47999.9966,NA,NA,NA,NA,NA,4319.630220581,NA,NA,NA,NA
"1670","DZA",1981,55999.9987,NA,NA,NA,NA,NA,4965.036877149,NA,NA,NA,NA
"1671","DZA",1982,64499.9977,NA,NA,NA,NA,NA,5454.114358598,NA,NA,NA,NA
"1672","DZA",1983,64999.9978,NA,NA,NA,NA,NA,5193.695055829,NA,NA,NA,NA
"1673","DZA",1984,65499.9968,NA,NA,NA,NA,NA,6118.183865894,NA,NA,NA,NA
"1674","DZA",1985,65999.9995,NA,NA,NA,NA,NA,5704.674983483,NA,NA,NA,NA
"1675","DZA",1986,65261.0006,NA,NA,NA,NA,NA,5016.524022651,NA,NA,NA,NA
"1676","DZA",1987,94091.9933,NA,NA,NA,NA,NA,4263.252029171,NA,NA,NA,NA
"1677","DZA",1988,106433.9962,NA,NA,NA,NA,NA,4625.747011544,NA,NA,NA,NA
"1678","DZA",1989,99183.9973,NA,NA,NA,NA,NA,4773.912522821,NA,NA,NA,NA
"1679","DZA",1990,90192.0011,NA,NA,NA,NA,NA,4828.14361801,NA,NA,NA,NA
"1680","DZA",1991,79689.999,NA,NA,NA,NA,NA,4884.932200358,NA,NA,NA,NA
"1681","DZA",1992,95265.9981,NA,NA,NA,NA,NA,5249.654392772,NA,NA,NA,NA
"1682","DZA",1993,101893.999,NA,NA,NA,NA,NA,5584.294660183,NA,NA,NA,NA
"1683","DZA",1994,135401.9971,NA,NA,NA,NA,NA,713.9974959,NA,NA,NA,NA
"1684","DZA",1995,105871.9953,NA,NA,NA,NA,NA,485.8726056,NA,NA,NA,NA
"1685","DZA",1996,81988.9962,NA,NA,NA,NA,NA,372.9961394,NA,NA,NA,NA
"1686","DZA",1997,91580,NA,NA,NA,NA,NA,399.0016708,NA,NA,NA,NA
"1687","DZA",1998,92321.9972,NA,NA,NA,NA,NA,105.9997296,NA,NA,NA,NA
"1688","DZA",1999,102395.9931,NA,NA,NA,NA,NA,57.88756024,NA,NA,NA,NA
"1689","DZA",2000,113156.9967,NA,NA,NA,NA,NA,31.00038015,NA,NA,NA,NA
"1690","DZA",2001,133622.9968,NA,NA,NA,NA,NA,197.0033604,NA,NA,NA,NA
"1691","DZA",2002,134319.9986,NA,NA,NA,NA,NA,130.9992724,NA,NA,NA,NA
"1692","DZA",2003,140956.9933,NA,NA,NA,NA,NA,421.0009463,NA,NA,NA,NA
"1693","DZA",2004,113461.9967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","DZA",2005,126258.9957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695","DZA",2006,145761.9962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","DZA",2007,147361.9924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","DZA",2008,138860.9935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","DZA",2009,127775.9943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","DZA",2010,93462.9955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","DZA",2011,101798.9939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","DZA",2012,105557.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","DZA",2013,100997.9953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","DZA",2014,97756.9929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704","DZA",2015,96306.9954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","ECU",1976,273137.901345887,98237.692845887,98136.962356629,71876.04195,NA,99.109546407,NA,26260.920406629,0.359663350863504,0.998974624847755,0.00100887493930136
"1706","ECU",1977,416159.890485488,189733.125785488,189482.656414625,138447.7208,NA,250.469370863,NA,51034.935614625,0.45591401315525,0.998679885919625,0.00132011408037509
"1707","ECU",1978,603279.963018048,299808.868818048,299790.3366,299790.3366,NA,18.532218048,NA,0,0.496964738093048,0.999938186558253,0.0000618134417472723
"1708","ECU",1979,590652.68803855,296732.73033855,296719.4182,296719.4182,NA,13.31213855,NA,0,0.502381071563299,0.999955137613115,0.0000448623868853693
"1709","ECU",1980,621603.67300686,307121.64330686,307077.7396,307077.7396,NA,43.90370686,NA,0,0.494079518258366,0.999857047825131,0.000142952174868815
"1710","ECU",1981,517953.82685705,101077.95055705,101067.4582,101067.4582,NA,10.49235705,NA,0,0.195148573706641,0.999896195391852,0.000103804608148223
"1711","ECU",1982,577386.853549357,157590.195849357,157581.1707,157581.1707,NA,9.025149357,NA,0,0.27293693107248,0.999942730261179,0.0000572697388207277
"1712","ECU",1983,326410.8933,102940.1557,102940.1557,102940.1557,NA,NA,NA,0,0.315369853803834,1,NA
"1713","ECU",1984,841879.8009,193057.517,193057.517,193057.517,NA,NA,NA,0,0.229317198005718,1,NA
"1714","ECU",1985,1049785.944,122449.7952,122449.7952,122449.7952,NA,NA,NA,0,0.116642631671586,1,NA
"1715","ECU",1986,948970.7508,115653.5131,115653.5131,115653.5131,NA,NA,NA,0,0.121872579320808,1,NA
"1716","ECU",1987,599554.8413,110688.8207,110688.8207,110688.8207,NA,NA,NA,0,0.184618341935153,1,NA
"1717","ECU",1988,791714.6874,159419.0913,159419.0913,159419.0913,NA,NA,NA,0,0.201359269743415,1,NA
"1718","ECU",1989,603364.002,144754.1714,144754.1714,144754.1714,NA,NA,NA,0,0.239911845784926,1,NA
"1719","ECU",1990,280010.42197,159524.84247,84440.21226,84440.21226,138106.1938,75084.63021,NA,0,0.569710374877015,0.529323276253225,0.470676723746775
"1720","ECU",1991,316358.90071,196468.33191,100831.3738,100831.3738,270484.1786,95636.95811,NA,0,0.621029885579539,0.513219473183036,0.486780526816964
"1721","ECU",1992,212585.3765,116399.35766,76166.30304,76166.30304,354866.6226,40233.05462,NA,0,0.547541696312305,0.654353293447547,0.345646706552453
"1722","ECU",1993,272213.51216,147347.74146,74267.13633,74267.13633,473052.7426,73080.60513,NA,0,0.541294736954104,0.504026295850358,0.495973704149642
"1723","ECU",1994,319948.42876,171309.74376,86602.71171,86602.71171,717531.7634,84707.03205,NA,0,0.535429239093101,0.505532900868312,0.494467099131688
"1724","ECU",1995,502262.4817,357932.0633,226850.1803,226850.1803,898114.6592,131081.883,NA,0,0.712639459130041,0.633779992237985,0.366220007762015
"1725","ECU",1996,698167.578,186828.0323,186828.0323,186828.0323,NA,NA,NA,0,0.267597691710628,1,NA
"1726","ECU",1997,532477.495,225827.5292,225827.5292,225827.5292,NA,NA,NA,0,0.424107180717563,1,NA
"1727","ECU",1998,318938.1874,180622.2643,180622.2643,180622.2643,NA,NA,NA,0,0.566323731166975,1,NA
"1728","ECU",1999,501522.0507,270805.8718,270805.8718,270805.8718,NA,NA,NA,0,0.539968026175564,1,NA
"1729","ECU",2000,596129.2136,271337.8328,271337.8328,271337.8328,NA,NA,NA,0,0.455166139504222,1,NA
"1730","ECU",2001,587410.0377,334213.1221,334213.1221,334213.1221,NA,NA,NA,0,0.568960522718694,1,NA
"1731","ECU",2002,318868.8406,152510.093,152510.093,152510.093,NA,NA,NA,0,0.478284716415154,1,NA
"1732","ECU",2003,399225.7558,223050.9238,223050.9238,223050.9238,NA,NA,NA,0,0.558708752026865,1,NA
"1733","ECU",2004,355352.8893,213610.9549,213610.9549,213610.9549,NA,NA,NA,0,0.601123450327888,1,NA
"1734","ECU",2005,463154.9789,284790.5052,284790.5052,284790.5052,NA,NA,NA,0,0.614892461863158,1,NA
"1735","ECU",2006,467946.9654,248253.434,248253.434,248253.434,NA,NA,NA,0,0.53051617460067,1,NA
"1736","ECU",2007,408688.8602,205060.844,205060.844,205060.844,NA,NA,NA,0,0.501752956759451,1,NA
"1737","ECU",2008,505339.6996,262491.4464,262491.4464,262491.4464,NA,NA,NA,0,0.519435632323711,1,NA
"1738","ECU",2009,498337.9904,252440.1569,252440.1569,252440.1569,NA,NA,NA,0,0.506564142736488,1,NA
"1739","ECU",2010,399628.8338,217162.5107,217162.5107,217162.5107,NA,NA,NA,0,0.543410515790465,1,NA
"1740","ECU",2011,505811.9902,339456.6387,339456.6387,339456.6387,NA,NA,NA,0,0.671112281394867,1,NA
"1741","ECU",2012,511841.9506,311083.804,311083.804,311083.804,NA,NA,NA,0,0.607773168329278,1,NA
"1742","ECU",2013,513136.7523,333464.1384,333464.1384,333464.1384,NA,NA,NA,0,0.64985432617199,1,NA
"1743","ECU",2014,583993.2026,356518.9813,356518.9813,356518.9813,NA,NA,NA,0,0.610484813372381,1,NA
"1744","ECU",2015,641776.8283,389696.0732,389696.0732,389696.0732,NA,NA,NA,0,0.607214308799937,1,NA
"1745","EGY",1976,30478.996199834,26931.938304834,22969.076820364,405.8130981,4878.15680002,3629.79365862,2884.923453711,22563.263722264,0.883622876824949,0.852856432403207,0.134776547366756
"1746","EGY",1977,29575.995197369,25367.506443369,21502.589534142,517.4838199,5831.2492683,3781.77098384,7001.727353598,20985.105714242,0.857705929220114,0.847643010642172,0.14907933471043
"1747","EGY",1978,21400.000501154,13972.754988154,7817.544349211,789.6087039,6166.4654515,6010.597474627,3498.27382814,7027.935645311,0.652932460791322,0.559484822845506,0.430165524245057
"1748","EGY",1979,37479.006202311,24987.462662311,15428.225607053,1144.593001,4034.8545788,9310.798621312,3531.931723607,14283.632606053,0.666705582518094,0.617438665764317,0.372618810766874
"1749","EGY",1980,32253.000697998,20935.695577998,12186.194698082,1183.10276,3647.177555,8547.416544734,5566.675243823,11003.091938082,0.649108458900617,0.582077373674122,0.408270005306953
"1750","EGY",1981,33562.001697206,21467.988847206,11760.613549055,1315.710001,3587.2783549,9497.817780397,4894.60323042,10444.903548055,0.639651622715733,0.547820926904646,0.442417678153076
"1751","EGY",1982,24617.997099868,16792.455659868,9760.624241988,1040.778563,NA,6915.140477709,NA,8719.845678988,0.682121116179595,0.581250559161204,0.411800430965876
"1752","EGY",1983,26520.999500369,18091.947762369,10256.346862506,926.0561037,NA,7706.386319256,NA,9330.290758806,0.682174431703348,0.566901198103117,0.425956697447755
"1753","EGY",1984,22707.99499996,15598.28890396,8561.80828641,738.9307415,NA,6898.259848832,NA,7822.87754491,0.686907360336634,0.548894070312826,0.442244652045181
"1754","EGY",1985,37847.000402701,26839.985852701,15870.572041263,1145.006067,NA,10798.020081951,NA,14725.565974263,0.709170755069549,0.591303293837835,0.402310945363794
"1755","EGY",1986,39092.001599157,26145.872299157,14707.942935184,1558.858914,NA,11233.191745088,NA,13149.084021184,0.668829203663002,0.562534030874855,0.429635378638722
"1756","EGY",1987,56651.010201032,33249.699551032,17953.687197824,1480.446407,NA,15046.702848018,NA,16473.240790824,0.586921564735421,0.539965396387071,0.452536505628394
"1757","EGY",1988,64333.00850784,39660.54110784,21929.12557125,2322.371742,NA,17413.446727547,NA,19606.75382925,0.616488207651702,0.552920483652078,0.439062257879905
"1758","EGY",1989,79275.004103003,52818.869493003,35709.359803836,5818.859537,NA,16785.521780523,NA,29890.500266836,0.666273942091189,0.676072020219336,0.317794037275762
"1759","EGY",1990,75233.991904483,50070.410484483,33259.058159688,4164.267323,NA,16458.136287378,NA,29094.790836688,0.665529094189929,0.664245765869946,0.328699847437409
"1760","EGY",1991,81999.004701841,53409.331221841,36400.708760937,8424.749834,NA,16607.498916368,NA,27975.958926937,0.651341213421361,0.681542118730958,0.310947516781049
"1761","EGY",1992,86468.997701925,57021.660891925,36463.12030455,4716.978015,NA,20182.810995788,NA,31746.14228955,0.659446303384821,0.639460859859199,0.353949896935502
"1762","EGY",1993,95355.999692507,65825.728492507,39404.893730031,4673.421556,NA,25963.977016348,NA,34731.472174031,0.690315540760667,0.598624498846473,0.394435088087229
"1763","EGY",1994,93900.00050415,63227.26735415,37059.957143677,2708.540689,NA,25729.073381848,NA,34351.416454677,0.673346826567435,0.586138840005467,0.406930023366876
"1764","EGY",1995,91000.00539761,61515.48062761,36712.815683878,1709.088746,NA,24370.69957745,NA,35003.726937878,0.675994252514908,0.596806126024157,0.396171814457249
"1765","EGY",1996,99534.409704001,66219.419894001,42548.596742054,2768.657011,NA,23190.16441317,NA,39779.939731054,0.665291732687487,0.642539557280365,0.350201866012886
"1766","EGY",1997,110165.211096787,75311.749906787,49688.135438837,3282.574552,NA,25103.70593748,NA,46405.560886837,0.683625521677809,0.659766045807404,0.333330535654141
"1767","EGY",1998,125063.006304217,80122.201184217,49676.884639278,3195.078459,NA,29715.60338276,NA,46481.806180278,0.640654687200778,0.620013977462512,0.370878519855413
"1768","EGY",1999,172347.010801967,114045.369261967,67973.880419925,5900.344876,NA,44994.65288369,NA,62073.535543925,0.661719450376829,0.596024905349608,0.39453292294872
"1769","EGY",2000,130844.008497487,90143.484507487,61330.13889405,5205.401399,NA,28169.80035885,NA,56124.73749505,0.688938573058302,0.680361306523004,0.312499572351347
