"","Fishing_ISO3","Year","Total_fished","disp_fished","unequal_fish","unequal_fish_hs","unequal_fishing_in_waters","rev_fish","rev_fishing_in_waters","unequal_fish_eez","prop_disp","prop_unequal_disp","prop_rev_disp"
"1","ABW",1976,649.9963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","ABW",1977,699.9955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","ABW",1978,769.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","ABW",1979,769.9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","ABW",1980,769.9961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","ABW",1981,769.9964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","ABW",1982,769.9963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","ABW",1983,769.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","ABW",1984,769.9963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","ABW",1985,769.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","ABW",1986,699.9964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","ABW",1987,619.9968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","ABW",1988,549.9969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","ABW",1989,479.9977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","ABW",1990,419.9976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","ABW",1991,349.9978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","ABW",1992,299.9979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","ABW",1993,259.9992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","ABW",1994,259.9995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","ABW",1995,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ABW",1996,159.9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","ABW",1997,204.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","ABW",1998,182.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","ABW",1999,174.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","ABW",2000,163.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","ABW",2001,163.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","ABW",2002,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","ABW",2003,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","ABW",2004,162.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","ABW",2005,162.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","ABW",2006,144.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","ABW",2007,158.9994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","ABW",2008,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","ABW",2009,162.9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","ABW",2010,153.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","ABW",2011,166.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","ABW",2012,138.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","ABW",2013,142.0009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","ABW",2014,142.0008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","ABW",2015,142.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","AGO",1976,17454.9405031,798.6619831,798.6619831,798.6619831,326361.408035266,NA,5165.0433927,0,0.0457556405281449,1,NA
"42","AGO",1977,33665.009902,6238.350972,6238.350972,6238.350972,1178944.47167518,NA,11720.8095574,0,0.185306672719243,1,NA
"43","AGO",1978,20534.8626983,537.2317883,537.2317883,537.2317883,1253211.29419035,NA,22513.29771271,0,0.0261619371988533,1,NA
"44","AGO",1979,16934.4023964,311.9005064,311.9005064,311.9005064,1118756.74757889,NA,4825.41984602,0,0.0184181584386057,1,NA
"45","AGO",1980,15234.005797221,129.147157221,129.147157221,124.6381028,1022929.23377356,NA,2194.933485977,4.50905442099999,0.00847755731093125,1,NA
"46","AGO",1981,13708.604196104,70.447796104,70.447796104,65.93874146,955234.66168222,NA,3920.950778942,4.509054644,0.00513894741552326,1,NA
"47","AGO",1982,16042.405502204,84.516412204,84.516412204,82.84806141,1070191.51169692,NA,2988.859714437,1.66835079400001,0.00526831292179896,1,NA
"48","AGO",1983,17216.20200226,41.05012226,41.05012226,41.05012226,979263.11466514,NA,2933.1082482,0,0.00238438897583865,1,NA
"49","AGO",1984,19771.2011956,111.8392556,111.8392556,111.8392556,1104248.9301414,NA,3665.4107518,0,0.00565667480157399,1,NA
"50","AGO",1985,20758.19430218,123.60131218,123.60131218,82.2159577,1091652.01413766,NA,8008.2317233,41.38535448,0.00595433833890935,1,NA
"51","AGO",1986,22306.00009849,151.74466849,151.74466849,85.29163718,1089063.82709785,NA,10179.9838873,66.45303131,0.0068028632574189,1,NA
"52","AGO",1987,10216.20300012,213.28487012,213.28487012,129.0518267,1295568.26154117,NA,9236.8980059,84.23304342,0.0208771174689358,1,NA
"53","AGO",1988,20342.3998014,403.4070914,403.4070914,297.780902,1334622.19768101,NA,14494.4994423,105.6261894,0.0198308506045701,1,NA
"54","AGO",1989,31729.2051044,350.6081744,350.6081744,243.9808913,965864.25184734,NA,12755.0664708,106.6272831,0.0110500144345368,1,NA
"55","AGO",1990,8319.402899571,125.428580571,125.428580571,125.1742174,542403.582868508,NA,13348.923578977,0.254363170999994,0.0150766325522554,1,NA
"56","AGO",1991,5345.39549976,92.46800576,92.46800576,92.46800576,435341.450102688,NA,2886.045246673,0,0.0172986275317049,1,NA
"57","AGO",1992,7867.599699949,3.973421949,3.973421949,3.973421949,612862.258677278,NA,2349.525577782,0,0.00050503611019073,1,NA
"58","AGO",1993,4757.40120002,45.23111202,45.23111202,45.23111202,488772.971475529,NA,1887.013111546,0,0.00950752524714751,1,NA
"59","AGO",1994,6007.20080029,23.59476529,23.59476529,23.59476529,382731.760166612,NA,3426.524499243,0,0.00392774706130365,1,NA
"60","AGO",1995,9744.198499626,8.146113626,8.146113626,8.146113626,393724.205753206,NA,1860.98298337,0,0.000835996272686015,1,NA
"61","AGO",1996,10986.19940452,35.30969452,35.30969452,35.30969452,310962.553037918,NA,1331.3975059,0,0.00321400451783833,1,NA
"62","AGO",1997,21170.99860056,28.97084056,28.97084056,28.97084056,280162.903322009,NA,1353.00526,0,0.00136842107009698,1,NA
"63","AGO",1998,17720.002,NA,NA,NA,338296.992697759,NA,1459.5728704,NA,NA,NA,NA
"64","AGO",1999,29558.999897434,0.647097434,0.647097434,0.647097434,398909.04206211,NA,1101.3068713,0,0.0000218917228676662,1,NA
"65","AGO",2000,23627.00220141,57.70447141,57.70447141,57.70447141,479059.35285319,NA,582.5613292,0,0.00244231032435238,1,NA
"66","AGO",2001,20022.3967973,760.8806673,760.8806673,760.8806673,539744.163676459,NA,1255.0169187,0,0.038001477795236,1,NA
"67","AGO",2002,19625.1931022,237.5513422,237.5513422,237.5513422,515653.734901754,NA,1180.34552207,0,0.0121044078885201,1,NA
"68","AGO",2003,34959.0525006,814.2867306,814.2867306,814.2867306,519555.877504186,NA,221.47881601,0,0.0232925858212554,1,NA
"69","AGO",2004,30458.9919964,264.6896064,264.6896064,264.6896064,588434.708878503,NA,586.0521952,0,0.00869003171317305,1,NA
"70","AGO",2005,20468.3903046,140.1917046,140.1917046,140.1917046,703675.59565584,NA,1089.0022444,0,0.00684918073740727,1,NA
"71","AGO",2006,33555.0644006,799.1792606,799.1792606,799.1792606,551260.88267032,NA,912.4198622,0,0.0238169490917654,1,NA
"72","AGO",2007,36982.9991994,822.5177394,822.5177394,822.5177394,749704.305852176,NA,974.6537259,0,0.0222404282293402,1,NA
"73","AGO",2008,24197.0011952,144.6805052,144.6805052,144.6805052,714208.559677522,NA,886.9274716,0,0.00597927420976036,1,NA
"74","AGO",2009,25046.737504,2528.344104,2528.344104,2528.344104,575353.16129496,NA,756.958736,0,0.100945047377776,1,NA
"75","AGO",2010,25029.998298,2525.460198,2525.460198,2525.460198,649075.46345521,NA,1112.1102338,0,0.100897337983511,1,NA
"76","AGO",2011,20184.8275017,753.1480017,753.1480017,753.1480017,610505.92693374,NA,1305.1854049,0,0.0373125805329061,1,NA
"77","AGO",2012,21738.775203,1117.389543,1117.389543,1117.389543,820704.866717856,NA,1868.360538,0,0.0514007589004277,1,NA
"78","AGO",2013,23106.003403,1721.667163,1721.667163,1721.667163,628491.83413168,NA,1351.5373187,0,0.0745116813570825,1,NA
"79","AGO",2014,20734.4998988,716.8854988,716.8854988,716.8854988,838072.857170861,NA,3157.3515252,0,0.0345745256600806,1,NA
"80","AGO",2015,44424.984197,1726.769317,1726.769317,1726.769317,863484.978841921,NA,4624.3205188,0,0.0388693287845133,1,NA
"81","AIA",1976,195.9998,NA,NA,NA,537.757573117,NA,397.65061629,NA,NA,NA,NA
"82","AIA",1977,246.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","AIA",1978,246.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","AIA",1979,245.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","AIA",1980,323.0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","AIA",1981,323.0007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","AIA",1982,323.0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","AIA",1983,353.0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","AIA",1984,373.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","AIA",1985,373.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","AIA",1986,537.0005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","AIA",1987,500.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","AIA",1988,470.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","AIA",1989,434.0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","AIA",1990,397.0006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","AIA",1991,372.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","AIA",1992,463.0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","AIA",1993,364.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","AIA",1994,371.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","AIA",1995,379.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","AIA",1996,433.0005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","AIA",1997,458.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","AIA",1998,483.0005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","AIA",1999,508.0006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","AIA",2000,538.0005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","AIA",2001,563.0005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","AIA",2002,588.0006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","AIA",2003,613.0005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","AIA",2004,638.0008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","AIA",2005,663.0005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","AIA",2006,688.0005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","AIA",2007,713.0005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","AIA",2008,739.0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","AIA",2009,616.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","AIA",2010,620.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","AIA",2011,884.0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","AIA",2012,981.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","AIA",2013,788.0006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","AIA",2014,876.0007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","AIA",2015,876.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","ALB",1976,5497.9911,NA,NA,NA,NA,NA,3728.997526627,NA,NA,NA,NA
"122","ALB",1977,5489.9915,NA,NA,NA,NA,NA,4689.130810427,NA,NA,NA,NA
"123","ALB",1978,5989.9905,NA,NA,NA,NA,NA,5747.756025543,NA,NA,NA,NA
"124","ALB",1979,5949.9906,NA,NA,NA,NA,NA,5447.373413755,NA,NA,NA,NA
"125","ALB",1980,5899.9906,NA,NA,NA,NA,NA,5174.172323648,NA,NA,NA,NA
"126","ALB",1981,6142.9902,NA,NA,NA,NA,NA,5236.702608606,NA,NA,NA,NA
"127","ALB",1982,5719.9911,NA,NA,NA,NA,NA,6094.570244084,NA,NA,NA,NA
"128","ALB",1983,5907.9988,NA,NA,NA,NA,NA,6506.968333563,NA,NA,NA,NA
"129","ALB",1984,4376.9989,NA,NA,NA,NA,NA,8195.888580273,NA,NA,NA,NA
"130","ALB",1985,7418.9983,NA,NA,NA,NA,NA,8742.5604821,NA,NA,NA,NA
"131","ALB",1986,6972.9981,NA,NA,NA,NA,NA,8040.993309074,NA,NA,NA,NA
"132","ALB",1987,8731.9982,NA,NA,NA,NA,NA,7507.335623735,NA,NA,NA,NA
"133","ALB",1988,8390.9992,NA,NA,NA,NA,NA,8405.801297716,NA,NA,NA,NA
"134","ALB",1989,7047.9969,NA,NA,NA,NA,NA,9330.740082255,NA,NA,NA,NA
"135","ALB",1990,8357.9994,NA,NA,NA,NA,NA,8755.459703156,NA,NA,NA,NA
"136","ALB",1991,2209.9987,NA,NA,NA,NA,NA,9545.596484355,NA,NA,NA,NA
"137","ALB",1992,1780.0004,NA,NA,NA,NA,NA,8376.657162773,NA,NA,NA,NA
"138","ALB",1993,1649.999,NA,NA,NA,NA,NA,8954.539299256,NA,NA,NA,NA
"139","ALB",1994,1399.9991,NA,NA,NA,NA,NA,9545.425397057,NA,NA,NA,NA
"140","ALB",1995,1127.0013,NA,NA,NA,NA,NA,10796.969057166,NA,NA,NA,NA
"141","ALB",1996,1767.9981,NA,NA,NA,NA,NA,9077.29844608,NA,NA,NA,NA
"142","ALB",1997,833.0007,NA,NA,NA,NA,NA,7851.141194433,NA,NA,NA,NA
"143","ALB",1998,1859.9989,NA,NA,NA,NA,NA,7392.716273819,NA,NA,NA,NA
"144","ALB",1999,1933.0001,NA,NA,NA,NA,NA,5688.247382575,NA,NA,NA,NA
"145","ALB",2000,2371.9983,NA,NA,NA,NA,NA,6622.607928158,NA,NA,NA,NA
"146","ALB",2001,1839.0001,NA,NA,NA,NA,NA,6730.376498747,NA,NA,NA,NA
"147","ALB",2002,2486.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","ALB",2003,1535.0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","ALB",2004,2739.9981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","ALB",2005,2786.9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","ALB",2006,3207.0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","ALB",2007,2818.9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","ALB",2008,3214.9965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","ALB",2009,3554.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","ALB",2010,3094.9986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","ALB",2011,3007.9975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","ALB",2012,3247.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","ALB",2013,3598.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","ALB",2014,3883.9981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","ALB",2015,4794.9989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","ANT",1976,936.9992,NA,NA,NA,NA,NA,551.328455974,NA,NA,NA,NA
"162","ANT",1977,986.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","ANT",1978,1009.9996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","ANT",1979,1009.9989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","ANT",1980,1089.9988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","ANT",1981,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","ANT",1982,1029.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","ANT",1983,1029.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","ANT",1984,1030.0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","ANT",1985,1030.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","ANT",1986,1060.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","ANT",1987,1218.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","ANT",1988,1331.9995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","ANT",1989,1331.9995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","ANT",1990,1331.9994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","ANT",1991,1232.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","ANT",1992,1209.9995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","ANT",1993,1259.9987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","ANT",1994,1159.9994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","ANT",1995,1079.9989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","ANT",1996,13822.0111003,13217.17957,13217.17957,13217.17957,NA,NA,NA,0,0.956241423486712,1,NA
"182","ANT",1997,19591.9709957,18995.86261,18995.86261,18995.86261,NA,NA,NA,0,0.969573842987475,1,NA
"183","ANT",1998,19813.9951046,19349.02661,19349.02661,19349.02661,NA,NA,NA,0,0.976533329490323,1,NA
"184","ANT",1999,19491.0040971,19143.20956,19143.20956,19143.20956,NA,NA,NA,0,0.982156150839261,1,NA
"185","ANT",2000,19940.601598,19657.27491,19657.27491,19657.27491,NA,NA,NA,0,0.98579146739342,1,NA
"186","ANT",2001,22864.9974013,22638.70162,22638.70162,22638.70162,NA,NA,NA,0,0.990102960550211,1,NA
"187","ANT",2002,12960.9990021,12728.59272,12728.59272,12728.59272,NA,NA,NA,0,0.982068798704302,1,NA
"188","ANT",2003,20208.9978012,20027.13298,20027.13298,20027.13298,NA,NA,NA,0,0.991000799594862,1,NA
"189","ANT",2004,17345.9996008,17164.13436,17164.13436,17164.13436,NA,NA,NA,0,0.989515436124441,1,NA
"190","ANT",2005,825.9967,634.3109479,634.3109479,634.3109479,NA,NA,NA,0,0.767933997678199,1,NA
"191","ANT",2006,6639.9933,6437.504897,6437.504897,6437.504897,NA,NA,NA,0,0.969504727813505,1,NA
"192","ANT",2007,4179.0010996,3976.512677,3976.512677,3976.512677,NA,NA,NA,0,0.951546214568026,1,NA
"193","ANT",2008,17008.9962037,16806.50774,16806.50774,16806.50774,NA,NA,NA,0,0.988095213775405,1,NA
"194","ANT",2009,20635.5365046,20423.22771,20423.22771,20423.22771,NA,NA,NA,0,0.989711496255371,1,NA
"195","ANT",2010,19573.5605996,19318.52567,19318.52567,19318.52567,NA,NA,NA,0,0.986970437580723,1,NA
"196","ARE",1976,64600.0135,14503.53781,14503.53781,14503.53781,2632.4899875,NA,1190.077521,0,0.224512922276711,1,NA
"197","ARE",1977,64600.0104,14503.5352,14503.5352,14503.5352,10212.126278619,NA,2334.399597,0,0.224512892648079,1,NA
"198","ARE",1978,64600.0111,14503.53662,14503.53662,14503.53662,7045.46581946,NA,1456.019544,0,0.224512912196698,1,NA
"199","ARE",1979,64600.0151,14503.53989,14503.53989,14503.53989,6258.505988741,NA,4654.886787,0,0.224512948914156,1,NA
"200","ARE",1980,64600.0129,14503.53763,14503.53763,14503.53763,NA,NA,NA,0,0.224512921575593,1,NA
"201","ARE",1981,67700.0158,14508.74504,14508.74504,14508.74504,NA,NA,NA,0,0.214309330190732,1,NA
"202","ARE",1982,69735.0154,18204.74958,18204.74958,18204.74958,NA,NA,NA,0,0.261056077432228,1,NA
"203","ARE",1983,72692.0153,17721.07804,17721.07804,17721.07804,NA,NA,NA,0,0.243783006522313,1,NA
"204","ARE",1984,72692.0169,17721.0779,17721.0779,17721.0779,NA,NA,NA,0,0.243782999230552,1,NA
"205","ARE",1985,72239.0157,17713.79661,17713.79661,17713.79661,NA,NA,NA,0,0.245210935369929,1,NA
"206","ARE",1986,79295.0148,22207.92474,22207.92474,22207.92474,NA,NA,NA,0,0.280067098745279,1,NA
"207","ARE",1987,85215.0095,22616.47324,22616.47324,22616.47324,NA,NA,NA,0,0.265404808057904,1,NA
"208","ARE",1988,89470.0168,23840.7842,23840.7842,23840.7842,NA,NA,NA,0,0.266466745538825,1,NA
"209","ARE",1989,91130.0134,24681.88659,24681.88659,24681.88659,NA,NA,NA,0,0.270842565134529,1,NA
"210","ARE",1990,95097.0136,25406.27923,25406.27923,25406.27923,NA,NA,NA,0,0.267161693813695,1,NA
"211","ARE",1991,92307.0109,24660.41043,24660.41043,24660.41043,NA,NA,NA,0,0.267156418451418,1,NA
"212","ARE",1992,95016.0144,25424.04049,25424.04049,25424.04049,NA,NA,NA,0,0.267576372788796,1,NA
"213","ARE",1993,99560.0119,24788.56639,24788.56639,24788.56639,NA,NA,NA,0,0.248981151337126,1,NA
"214","ARE",1994,108565.0165,29119.21841,29119.21841,29119.21841,NA,NA,NA,0,0.268219168096382,1,NA
"215","ARE",1995,105834.0159,27710.71421,27710.71421,27710.71421,NA,NA,NA,0,0.261831831423492,1,NA
"216","ARE",1996,106949.0197,28088.9926,28088.9926,28088.9926,NA,NA,NA,0,0.262639084292607,1,NA
"217","ARE",1997,114305.0209,27385.30923,27385.30923,27385.30923,NA,NA,NA,0,0.239580982658304,1,NA
"218","ARE",1998,114685.0216,27978.69079,27978.69079,27978.69079,NA,NA,NA,0,0.243961159004569,1,NA
"219","ARE",1999,117552.0184,28733.73424,28733.73424,28733.73424,NA,NA,NA,0,0.244434205648654,1,NA
"220","ARE",2000,105398.008,18525.38442,18525.38442,18525.38442,NA,NA,NA,0,0.17576598240832,1,NA
"221","ARE",2001,112501.0126,18793.08382,18793.08382,18793.08382,NA,NA,NA,0,0.167048130373895,1,NA
"222","ARE",2002,97509.0118,15737.34095,15737.34095,15737.34095,NA,NA,NA,0,0.161393707714716,1,NA
"223","ARE",2003,95088.0095,19967.66705,19967.66705,19967.66705,NA,NA,NA,0,0.209991429571359,1,NA
"224","ARE",2004,89940.0095,18168.26127,18168.26127,18168.26127,NA,NA,NA,0,0.202004217822548,1,NA
"225","ARE",2005,86674.0161,18216.37523,18216.37523,18216.37523,NA,NA,NA,0,0.21017112220787,1,NA
"226","ARE",2006,100369.0343,27612.16506,27612.16506,27612.16506,NA,NA,NA,0,0.275106413572418,1,NA
"227","ARE",2007,96421.0145,31388.29253,31388.29253,31388.29253,NA,NA,NA,0,0.325533730305233,1,NA
"228","ARE",2008,73997.0002,20664.32153,20664.32153,20664.32153,NA,NA,NA,0,0.279258908795603,1,NA
"229","ARE",2009,77573.9993,19158.39496,19158.39496,19158.39496,NA,NA,NA,0,0.246969282657572,1,NA
"230","ARE",2010,79481.0001,19935.72619,19935.72619,19935.72619,NA,NA,NA,0,0.25082379644088,1,NA
"231","ARE",2011,75024.9998,18607.43611,18607.43611,18607.43611,NA,NA,NA,0,0.248016476635832,1,NA
"232","ARE",2012,72499.0019,14670.80385,14670.80385,14670.80385,NA,NA,NA,0,0.202358701023717,1,NA
"233","ARE",2013,72795.9977,11750.40928,11750.40928,11750.40928,NA,NA,NA,0,0.161415594967524,1,NA
"234","ARE",2014,73022.995695,9091.325075,9091.325075,9091.325075,NA,NA,NA,0,0.124499481135673,1,NA
"235","ARE",2015,72819.999199,9077.117379,9077.117379,9077.117379,NA,NA,NA,0,0.124651434754817,1,NA
"236","ARG",1976,256206.195256,53634.966556,16047.029056,13322.02428,NA,37587.9375,21.96276756,2725.004776,0.209342972766167,0.299189690726205,0.700810309273795
"237","ARG",1977,369424.55685,26273.66445,26273.66445,26273.66445,NA,NA,2422.468153,0,0.0711205142236066,1,NA
"238","ARG",1978,503650.8438,40324.6124,40324.6124,40324.6124,NA,NA,36722.94299,0,0.0800646179717569,1,NA
"239","ARG",1979,549264.45011,39414.89791,39414.89791,39414.89791,NA,NA,80503.08179,0,0.0717594191688657,1,NA
"240","ARG",1980,376865.19569,25688.28769,25688.28769,25688.28769,NA,NA,83030.61869,0,0.0681630672818366,1,NA
"241","ARG",1981,351856.99011,25176.08301,25176.08301,25176.08301,NA,NA,62114.60957,0,0.0715520331204143,1,NA
"242","ARG",1982,459644.99161,28858.12311,28858.12311,28858.12311,NA,NA,198222.2411,0,0.06278350387093,1,NA
"243","ARG",1983,401770.99332,23630.74002,23630.74002,23630.74002,NA,NA,289876.894,0,0.0588164412386504,1,NA
"244","ARG",1984,305483.99501,20873.30791,20873.30791,20873.30791,NA,NA,170811.828,0,0.0683286465116338,1,NA
"245","ARG",1985,396832.00258,25126.02558,25126.02558,25126.02558,NA,NA,149719.7217,0,0.0633165304628743,1,NA
"246","ARG",1986,411747.99469,24321.83339,24321.83339,24321.83339,NA,NA,226915.24793,0,0.0590697069655715,1,NA
"247","ARG",1987,450797.20093,28599.23033,28599.23033,28599.23033,NA,NA,305143.43495,0,0.0634414549846349,1,NA
"248","ARG",1988,482681.1962,30296.2537,30296.2537,30296.2537,NA,NA,566789.85090873,0,0.0627665919835143,1,NA
"249","ARG",1989,481382.82836,30200.42436,30200.42436,30200.42436,NA,NA,487269.58106055,0,0.062736812741926,1,NA
"250","ARG",1990,547701.43895,35269.74565,35269.74565,35269.74565,NA,NA,172840.65362,0,0.0643959338825469,1,NA
"251","ARG",1991,629603.6539,40204.5294,40204.5294,40204.5294,NA,NA,143168.26523,0,0.063856887028781,1,NA
"252","ARG",1992,732468.86299,47947.35889,47947.35889,47947.35889,NA,NA,120496.76278,0,0.0654599278039954,1,NA
"253","ARG",1993,970051.44483,138099.87983,61069.69761,61069.69761,NA,77030.18222,136908.98989,0,0.142363459758778,0.442213980817191,0.557786019182809
"254","ARG",1994,983313.49017,132476.30767,56969.79672,56969.79672,NA,75506.51095,77462.6254,0,0.134724387486128,0.430037625006219,0.569962374993781
"255","ARG",1995,1155874.17934,151594.81434,71618.63932,71618.63932,NA,79976.17502,82106.28242,0,0.131151657377242,0.472434625365035,0.527565374634965
"256","ARG",1996,1268012.80812,87406.01312,87406.01312,87406.01312,NA,NA,92835.10927,0,0.0689314907233399,1,NA
"257","ARG",1997,1365546.9967,100471.0037,100471.0037,100471.0037,NA,NA,171298.865,0,0.0735756469332799,1,NA
