country,max_yr,min_yr,total_years,mov_avg_fished,mov_avg_disp,mov_avg_unequal,mov_avg_unequal_hs,mov_avg_unequal_eez,mov_avg_unequal_fishing_in_waters,mov_avg_prop_disp,mov_avg_prop_unequal,time
DEU,2015,1976,39,554030.996061124,532525.055675124,124590.027908135,14046.5729416,110543.454966535,106813.4123534,0.961390269595193,0.242949799650345,1978
DEU,2015,1976,39,529052.245690568,509356.110250568,152130.675853615,21563.413199,130567.262654615,96036.10273306,0.962767328932696,0.300420252233867,1979
DEU,2015,1976,39,512186.209376527,492732.724830527,168819.165767174,28280.826678,140538.339089174,96080.3260509,0.961952212343295,0.342693158308169,1980
DEU,2015,1976,39,495404.79130863,471436.37363463,168084.650649758,27710.956658,140373.693991758,89923.49357054,0.949810790402303,0.353531585828002,1981
DEU,2015,1976,39,479304.022739821,447538.466451821,159774.346013739,27156.334892,132618.011121739,86795.42241178,0.930664233438979,0.348298649687812,1982
DEU,2015,1976,39,449702.623371423,414317.913085422,139484.664847702,27299.58548,112185.079367702,85946.46512054,0.916686525836302,0.32411374068201,1983
DEU,2015,1976,39,395315.992467123,358776.170385123,107476.246145481,21334.937908,86141.3082374808,88837.28771468,0.905661100781604,0.288963315018582,1984
DEU,2015,1976,39,356247.334699782,318918.884059782,85001.3639067758,16990.434278,68010.9296287758,88478.52153088,0.897482333879588,0.266636516330595,1985
DEU,2015,1976,39,327827.31379324,294538.25425124,75959.6380990184,17100.902836,58858.7352630184,99106.88562404,0.901235834569894,0.258778059576465,1986
DEU,2015,1976,39,302689.925653163,275310.514963163,71213.6963661608,17983.764062,53229.9323041608,106139.8124178,0.909988805089897,0.258222055941569,1987
DEU,2015,1976,39,295087.547504115,270439.142782115,66933.790413693,16621.481516,50312.308897693,108825.44143136,0.916362482156073,0.247544633609099,1988
DEU,2015,1976,39,284998.916842411,262997.612196411,64950.8536089094,17463.310996,47487.5426129094,114394.01323148,0.923972317560858,0.246640410037486,1989
DEU,2015,1976,39,275981.778067896,256845.510365896,65743.2965204042,16012.6878646,49730.6086558042,119969.774552646,0.932311142846358,0.257466207540171,1990
DEU,2015,1976,39,277673.045967038,261347.338339038,74884.5728340978,13348.3395928,61536.2332412978,111238.008245064,0.942228380047562,0.285423277730232,1991
DEU,2015,1976,39,268016.206731944,254854.560701944,79411.7150472244,10252.3867342,69159.3283130244,111983.383985232,0.951275441243531,0.309650433833581,1992
DEU,2015,1976,39,258150.40575374,247330.77709574,83095.8728757,8636.9298936,74458.9429821,112691.199143612,0.957636037580809,0.331784552583371,1993
DEU,2015,1976,39,260473.121848024,249994.682036024,88526.387495524,6690.516815,81835.870680524,107596.751985578,0.959566346832363,0.352714548145397,1994
DEU,2015,1976,39,263061.088708872,252597.624156872,93370.9314367124,7166.6678346,86204.2636021124,111167.112264253,0.960025874238954,0.368045809987228,1995
DEU,2015,1976,39,259010.797009721,247925.812687721,91658.139569325,8012.3434824,83645.796086925,115106.850962493,0.957268993103011,0.368388614120464,1996
DEU,2015,1976,39,259785.156667503,248591.938373503,97328.8175111662,8481.0913146,88847.7261965662,109717.165556159,0.956972540418395,0.389827872992551,1997
DEU,2015,1976,39,253447.978201711,242315.854851711,96629.7567955342,7534.2228516,89095.5339439342,112783.672251919,0.955987503407184,0.396319495827078,1998
DEU,2015,1976,39,252611.788910437,241892.535132237,98871.329665121,8120.8397458,90750.489919321,130749.011015253,0.957589196003152,0.406812889930714,1999
DEU,2015,1976,39,249924.204276321,239563.350926921,97496.2296349042,8101.7203496,89394.5092853042,125569.600578752,0.95858865435657,0.405281275212038,2000
DEU,2015,1976,39,250678.15716094,240982.20455954,97240.00563786,8995.3961176,88244.60952026,113953.231618394,0.961083320765337,0.402306628978054,2001
DEU,2015,1976,39,272746.272864162,262795.285754762,112343.933372022,8880.7813398,103463.152032222,106265.08706318,0.962770649105148,0.416040308768786,2002
DEU,2015,1976,39,305249.681978628,293763.640909228,131517.485860608,9536.6030942,121980.882766408,90562.12190951,0.962892725891587,0.438142405284802,2003
DEU,2015,1976,39,343162.325014835,329663.342027635,153833.265546755,10519.0895206,143314.176026155,61450.41009863,0.961246813979388,0.458332719575212,2004
DEU,2015,1976,39,383508.052259131,368420.254891131,189938.708994631,20864.0259706,169074.683024031,49304.590157252,0.960791029500102,0.503403768773073,2005
DEU,2015,1976,39,410560.500670043,394206.090510043,222736.416550943,35088.7668786,187647.649672343,48687.94738704,0.960144319944251,0.561364380882551,2006
DEU,2015,1976,39,409033.393298083,391814.600908083,226873.693314683,46216.3174488,180657.375865883,47129.459614104,0.957655072507615,0.576803512588605,2007
DEU,2015,1976,39,411450.027045762,394727.523173762,241106.750576362,54905.73269,186201.017886362,49522.357918114,0.959209598080897,0.610825967275067,2008
DEU,2015,1976,39,374939.508575174,359103.501115174,218651.798647774,59278.662468,159373.136179774,57472.593909274,0.956410953729208,0.589553748117357,2009
DEU,2015,1976,39,329488.819209894,313869.408729894,175277.816354294,50969.905552,124307.910802294,60045.2305135156,0.950068245740252,0.523093097677318,2010
DEU,2015,1976,39,292851.830707015,277424.986069015,131048.213994995,34923.2377944,96124.9762005954,59068.6631804876,0.944602629781316,0.430885544024091,2011
DEU,2015,1976,39,269397.659222903,254678.279422903,105449.281162563,29558.4427864,75890.8383761634,60354.4660611178,0.943283868404047,0.381381011698861,2012
DEU,2015,1976,39,243600.881878559,228227.154904559,69667.5559220186,21190.0223568,48477.5335652186,62759.4416311778,0.936892920358384,0.304723335493161,2013
DEU,2015,1976,39,243872.155288186,228102.563673186,64932.8656650108,17623.259871,47309.6057940108,58384.5574927973,0.935331996465755,0.284056300121376,2014
DEU,2015,1976,39,249311.657648563,233461.206151896,64310.6403283293,17213.7571446667,47096.8831836627,57892.3512267237,0.936520832373113,0.273724202269562,2015
DJI,2015,1976,39,230.0015,,,,,639.496299006667,,,1976
DJI,2015,1976,39,230.25155,,,,,639.496299006667,,,1977
DJI,2015,1976,39,234.40154,,,,,639.496299006667,,,1978
DJI,2015,1976,39,265.4017,,,,,774.951479485,,,1979
DJI,2015,1976,39,304.60196,,,,,729.390709687,,,1980
DJI,2015,1976,39,340.40166,,,,,,,,1981
DJI,2015,1976,39,376.04124,,,,,,,,1982
DJI,2015,1976,39,401.88086,,,,,,,,1983
DJI,2015,1976,39,406.72042,,,,,,,,1984
DJI,2015,1976,39,406.75998,,,,,,,,1985
DJI,2015,1976,39,415.80012,,,,,,,,1986
DJI,2015,1976,39,413.80016,,,,,,,,1987
DJI,2015,1976,39,409.84028,,,,,,,,1988
DJI,2015,1976,39,378.5204,,,,,,,,1989
DJI,2015,1976,39,348.40032,,,,,,,,1990
DJI,2015,1976,39,317.68002,,,,,,,,1991
DJI,2015,1976,39,301.95996,,,,,,,,1992
DJI,2015,1976,39,299.99976,,,,,,,,1993
DJI,2015,1976,39,329.5995,,,,,,,,1994
DJI,2015,1976,39,374.59946,,,,,,,,1995
DJI,2015,1976,39,434.59962,,,,,,,,1996
DJI,2015,1976,39,510.59952,,,,,,,,1997
DJI,2015,1976,39,600.5996,,,,,,,,1998
DJI,2015,1976,39,700.59974,,,,,,,,1999
DJI,2015,1976,39,800.59958,,,,,,,,2000
DJI,2015,1976,39,900.59962,,,,,,,,2001
DJI,2015,1976,39,1000.59966,,,,,,,,2002
DJI,2015,1976,39,1154.67992,,,,,,,,2003
DJI,2015,1976,39,1234.3596,,,,,,,,2004
DJI,2015,1976,39,1280.03962,,,,,,,,2005
DJI,2015,1976,39,1301.11916,,,,,,,,2006
DJI,2015,1976,39,1272.5991,,,,,,,,2007
DJI,2015,1976,39,1276.39838,,,,,,,,2008
DJI,2015,1976,39,1349.99854,,,,,,,,2009
DJI,2015,1976,39,1537.59852,,,,,,,,2010
DJI,2015,1976,39,1636.79862,,,,,,,,2011
DJI,2015,1976,39,1884.7984,,,,,,,,2012
DJI,2015,1976,39,1969.19848,,,,,,,,2013
DJI,2015,1976,39,2044.74825,,,,,,,,2014
DJI,2015,1976,39,2003.99793333333,,,,,,,,2015
DMA,2015,1976,39,1046.97276666667,,,,,608.029136965333,,,1976
DMA,2015,1976,39,945.725425,,,,,749.98975743525,,,1977
DMA,2015,1976,39,1045.57282,,,,,749.98975743525,,,1978
DMA,2015,1976,39,1143.5703,,,,,881.644012189334,,,1979
DMA,2015,1976,39,1243.1677,,,,,1145.940529409,,,1980
DMA,2015,1976,39,1189.16906,,,,,1175.871618845,,,1981
DMA,2015,1976,39,1200.76876,,,,,,,,1982
DMA,2015,1976,39,1039.77298,,,,,,,,1983
DMA,2015,1976,39,865.77752,,,,,,,,1984
DMA,2015,1976,39,656.78296,,,,,,,,1985
DMA,2015,1976,39,596.78454,,,,,,,,1986
DMA,2015,1976,39,556.7856,,,,,,,,1987
DMA,2015,1976,39,520.38728,,,,,,,,1988
DMA,2015,1976,39,501.98812,,,,,,,,1989
DMA,2015,1976,39,544.18758,,,,,,,,1990
DMA,2015,1976,39,602.9868,,,,,218.6290961,,,1991
DMA,2015,1976,39,679.38548,,,,,318.7463083,,,1992
DMA,2015,1976,39,777.78282,,,,,451.184048766667,,,1993
DMA,2015,1976,39,873.3804,,,,,604.328735825,,,1994
DMA,2015,1976,39,946.97846,,,,,829.17406686,,,1995
DMA,2015,1976,39,1030.57606,,,,,1257.33465644,,,1996
DMA,2015,1976,39,1094.1755,,,,,1654.56144054,,,1997
DMA,2015,1976,39,1144.17528,,,,,2020.2558386,,,1998
DMA,2015,1976,39,1178.17572,,,,,2302.7960146,,,1999
DMA,2015,1976,39,1201.97774,,,,,2452.2409238,,,2000
DMA,2015,1976,39,1149.58104,,,,,2474.0149064,,,2001
DMA,2015,1976,39,1049.62334,,,,,2486.5390456,,,2002
DMA,2015,1976,39,925.50694,,,,,2415.6546542,,,2003
DMA,2015,1976,39,824.34984,,,,,2422.0502988,,,2004
DMA,2015,1976,39,720.27154,,,,,2508.0989924,,,2005
DMA,2015,1976,39,670.19282,,,,,2679.2270784,,,2006
DMA,2015,1976,39,688.39344,,,,,2756.8976286,,,2007
DMA,2015,1976,39,712.51296,,,,,2808.5441926,,,2008
DMA,2015,1976,39,706.47308,,,,,2714.9585576,,,2009
DMA,2015,1976,39,695.99326,,,,,2460.2908112,,,2010
DMA,2015,1976,39,665.51332,,,,,2106.7388864,,,2011
DMA,2015,1976,39,657.27324,,,,,1830.6493152,,,2012
DMA,2015,1976,39,706.27274,,,,,1619.8380508,,,2013
DMA,2015,1976,39,716.842725,,,,,1514.66913225,,,2014
DMA,2015,1976,39,747.392266666667,,,,,1475.33061866667,,,2015
DNK,2015,1976,39,1801408.2270556,721742.919355597,155675.271937797,21.3069134166667,155653.96502438,61777.2000583333,0.399218274948493,0.225325463535442,1976
DNK,2015,1976,39,1779930.38749096,695859.011215963,165990.134614613,23.5677252775,165966.566889335,61264.43750125,0.389505285222901,0.248633535284783,1977
DNK,2015,1976,39,1825163.11164606,714627.106226064,174367.922615984,1714.467133622,172653.455482362,58998.510407,0.390334285993395,0.251554469067579,1978
