"","Fishing_ISO3","Fished_ISO3","Year","Total_fished"
"1","ASM","ASM",1950,0.2001
"2","ARG","ARG",1950,43900.805
"3","AUS","NFK",1950,26.26418875
"4","BHS","BHS",1950,599.9998
"5","BHR","BHR",1950,800.0002
"6","BEL","BEL",1950,5887.00351
"7","BEL","DEU",1950,2856.079939
"8","BRA","HighSeas",1950,149.1699681
"9","BRA","BRA",1950,119151.7696
"10","BRN","BRN",1950,499.9996
"11","CMR","CMR",1950,12000.2014
"12","CAN","HighSeas",1950,13277.97869
"13","CPV","CPV",1950,900.0003
"14","CHL","HighSeas",1950,641.1332668
"15","CHN","CHN",1950,715494.3548
"16","COL","COL",1950,1500.5991
"17","CYP","CYP",1950,499.9998
"18","BEN","BEN",1950,999.9978
"19","DNK","CAN",1950,13857.13034
"20","DNK","ISL",1950,1812.891068
"21","DMA","DMA",1950,600.0009
"22","SLV","SLV",1950,1699.9973
"23","FLK","FLK",1950,0.2002
"24","FIN","FIN",1950,17030.59208
"25","FIN","DEU",1950,30.1804991
"26","FRA","CAN",1950,97526.34491
"27","FRA","CPV",1950,20.66696496
"28","FRA","COG",1950,5.441581379
"29","FRA","COD",1950,0.544632927
"30","FRA","FRA",1950,113214.9229
"31","FRA","GHA",1950,21.7201445
"32","FRA","GRC",1950,300.9365204
"33","FRA","GRL",1950,22866.29145
"34","FRA","GLP",1950,33.09422109
"35","FRA","GIN",1950,12.80129698
"36","FRA","ISL",1950,188.4284279
"37","FRA","MLT",1950,38.12758233
"38","FRA","MRT",1950,25.40715537
"39","FRA","MCO",1950,0.177540446
"40","FRA","NLD",1950,9511.556647
"41","FRA","PRT",1950,95.4168707
"42","FRA","REU",1950,3.459966959
"43","FRA","SEN",1950,16.84368907
"44","FRA","ESH",1950,32.2505184
"45","FRA","SJM",1950,272.1653028
"46","FRA","SYR",1950,8.515277784
"47","FRA","TUR",1950,337.8091464
"48","DJI","DJI",1950,500.003
"49","GMB","GMB",1950,1943.947656
"50","DEU","BEL",1950,247.1120872
"51","DEU","FIN",1950,8511.120789
"52","DEU","DEU",1950,148933.5717
"53","DEU","NOR",1950,88860.80837
"54","DEU","RUS",1950,9562.595104
"55","GHA","HighSeas",1950,220.6948847
"56","GHA","GHA",1950,14779.29982
"57","GIB","GIB",1950,0.9998
"58","KIR","KIR",1950,999.9999
"59","GRL","HighSeas",1950,346.9402173
"60","GRL","GRL",1950,25353.05968
"61","GLP","GLP",1950,1500.0078
"62","GTM","GTM",1950,200.0001
"63","ISL","FRO",1950,15.48022849
"64","ISL","GRL",1950,1358.477268
"65","ITA","ALB",1950,452.9954262
"66","ITA","COD",1950,24.57546251
"67","ITA","CYP",1950,412.8317615
"68","ITA","GNQ",1950,88.37845906
"69","ITA","GEO",1950,274.3220609
"70","ITA","GRC",1950,4009.630503
"71","ITA","CIV",1950,68.55405545
"72","ITA","MCO",1950,1.906692487
"73","ITA","ESH",1950,378.6680314
"74","ITA","SYR",1950,78.47481297
"75","ITA","TUN",1950,4438.41165
"76","DZA","DZA",1950,27200.4013
"77","AGO","HighSeas",1950,800.027556
"78","AUS","AUS",1950,28274.08946
"79","AUS","NRU",1950,0.467337857
"80","AUS","PNG",1950,75.96650568
"81","BGD","BGD",1950,24000.0013
"82","BEL","HighSeas",1950,7.543315956
"83","BEL","DNK",1950,3012.815761
"84","BEL","FRA",1950,1391.013196
"85","BEL","GRL",1950,93.75849191
"86","BEL","ISL",1950,9726.227618
"87","BEL","GBR",1950,17245.61627
"88","BMU","BMU",1950,499.9753
"89","VGB","VGB",1950,99.9999
"90","MMR","MMR",1950,31100.0022
"91","ERI","ERI",1950,3000.0004
"92","CYM","CYM",1950,0.2001
"93","CHN","HighSeas",1950,231.9126667
"94","COD","COD",1950,1000.0001
"95","CUB","HighSeas",1950,428.7409243
"96","DNK","HighSeas",1950,782.3949476
"97","DNK","DNK",1950,200352.7545
"98","DNK","LVA",1950,745.6464737
"99","DNK","RUS",1950,1015.52079
"100","DNK","MTQ",1950,3.655677711
"101","DNK","SWE",1950,6077.941777
"102","DNK","GBR",1950,6152.828074
"103","GNQ","GNQ",1950,100.0001
"104","FIN","EST",1950,204.3933898
"105","FIN","FRO",1950,0.329536734
"106","FIN","GRL",1950,5.790960206
"107","FIN","LVA",1950,193.104341
"108","FIN","LTU",1950,35.64193587
"109","FIN","POL",1950,106.3786637
"110","FRA","AGO",1950,3.91905659
"111","FRA","BEL",1950,191.862377
"112","FRA","BGR",1950,52.27271711
"113","FRA","MYT",1950,1.040795339
"114","FRA","DNK",1950,7358.715672
"115","FRA","DJI",1950,2.113626164
"116","FRA","PSE",1950,1.871752279
"117","FRA","LBR",1950,23.61202947
"118","FRA","LBY",1950,402.2583262
"119","FRA","MTQ",1950,13.78997534
"120","FRA","MAR",1950,77.7452639
"121","FRA","RUS",1950,2688.723638
"122","FRA","MTQ",1950,659.4956091
"123","FRA","SLE",1950,13.30373191
"124","FRA","TGO",1950,1.662943793
"125","FRA","UKR",1950,1286.712201
"126","FRA","GBR",1950,45133.69133
"127","GUF","GUF",1950,399.9998
"128","PYF","PYF",1950,1499.9999
"129","DEU","CAN",1950,3219.93416
"130","DEU","FRO",1950,1418.962919
"131","DEU","LTU",1950,344.8618073
"132","DEU","NLD",1950,13921.3066
"133","DEU","POL",1950,1265.188026
"134","DEU","SJM",1950,1166.652521
"135","GRC","GRC",1950,47000.0002
"136","GUM","HighSeas",1950,0.049847886
"137","GIN","GIN",1950,899.9999
"138","HTI","HTI",1950,2000.1819
"139","ISL","NOR",1950,456.9335254
"140","IND","IND",1950,529817.1913
"141","IRQ","HighSeas",1950,123.5195735
"142","IRL","IRL",1950,11653.95114
"143","IRL","GBR",1950,1216.697035
"144","ITA","DZA",1950,1441.778241
"145","ITA","BIH",1950,13.7043719
"146","ITA","BGR",1950,409.7190261
"147","ITA","HRV",1950,2901.658919
"148","ITA","GAB",1950,211.2982661
"149","ITA","GMB",1950,51.81292076
"150","ITA","PSE",1950,23.103787
"151","AGO","AGO",1950,133600.1738
"152","AUS","HighSeas",1950,11.46960877
"153","SLB","SLB",1950,1000.0002
"154","BGR","BGR",1950,3500.0019
"155","KHM","KHM",1950,3399.9996
"156","CAN","CAN",1950,890940.4515
"157","CHL","CHL",1950,84318.86983
"158","CHN","HKG",1950,128.9515941
"159","CHN","MAC",1950,244.7802394
"160","COM","COM",1950,835.203
"161","MYT","MYT",1950,0.2002
"162","COK","COK",1950,700.2016
"163","CRI","CRI",1950,500
"164","CUB","CUB",1950,9371.255576
"165","DNK","FRO",1950,0.487144224
"166","DNK","FIN",1950,2481.530732
"167","DNK","GRL",1950,121.8552435
"168","DNK","LTU",1950,106.4620115
"169","DNK","NLD",1950,1808.491132
"170","DNK","POL",1950,422.7418896
"171","ECU","ECU",1950,6200.0015
"172","FJI","FJI",1950,1999.9999
"173","FIN","DNK",1950,58.87042972
"174","FIN","SWE",1950,1085.150911
"175","FRA","ALB",1950,37.85002585
"176","FRA","DZA",1950,191.6655394
"177","FRA","CMR",1950,8.408719068
"178","FRA","BEN",1950,3.573810502
"179","FRA","GAB",1950,28.63385907
"180","FRA","GEO",1950,21.97354123
"181","FRA","GMB",1950,1.033371279
"182","FRA","DEU",1950,5329.303805
"183","FRA","IRL",1950,6471.729182
"184","FRA","ITA",1950,740.8148119
"185","FRA","CIV",1950,16.40775974
"186","FRA","NOR",1950,26101.19996
"187","FRA","GNB",1950,10.36242045
"188","FRA","ESP",1950,1099.068201
"189","FRA","USA",1950,6176.196992
"190","GMB","HighSeas",1950,19.37156574
"191","DEU","HighSeas",1950,3729.249753
"192","DEU","FRA",1950,163.753293
"193","DEU","GRL",1950,2329.92695
"194","DEU","ISL",1950,121589.2032
"195","DEU","LVA",1950,2457.382118
"196","DEU","MTQ",1950,21.51265125
"197","GUY","GUY",1950,999.9999
"198","HND","HighSeas",1950,0.342581009
"199","HND","HND",1950,499.857419
"200","HKG","HKG",1950,34299.7706
"201","ISL","ISL",1950,383143.3881
"202","ISL","RUS",1950,0.080413145
"203","ISL","SJM",1950,3650.645596
"204","IRQ","IRQ",1950,1076.476326
"205","IRL","HighSeas",1950,0.591900693
"206","IRL","FRO",1950,0.589769392
"207","IRL","FRA",1950,64.16845783
"208","ISR","PSE",1950,10.28039966
"209","ITA","HighSeas",1950,77.05945173
"210","ITA","FRA",1950,1207.093049
"211","ITA","GHA",1950,243.4992557
"212","ITA","MLT",1950,483.5166637
"213","ITA","MAR",1950,465.1437263
"214","ITA","STP",1950,71.14927576
"215","ITA","SEN",1950,190.8095403
"216","ITA","SLE",1950,125.0146679
"217","ITA","TGO",1950,6.644409192
"218","ITA","TUR",1950,2545.613081
"219","JPN","CPV",1950,114.5046293
"220","JPN","CHN",1950,224816.9758
"221","JPN","GAB",1950,420.5912096
"222","JPN","KIR",1950,426.7962977
"223","JPN","GUM",1950,290.9729793
"224","JPN","IDN",1950,5029.956526
"225","JPN","CIV",1950,55.09959278
"226","ALB","ALB",1950,999.9993
"227","ATG","ATG",1950,99.9996
"228","BRB","HighSeas",1950,577.2670572
"229","BRB","BRB",1950,2235.733643
"230","BEL","FRO",1950,17.72606115
"231","BEL","IRL",1950,1153.64541
"232","BEL","NLD",1950,7083.169706
"233","BEL","NOR",1950,4901.606479
"234","BLZ","BLZ",1950,399.9996
"235","LKA","LKA",1950,20676.031
"236","TWN","HighSeas",1950,8145.65853
"237","TWN","TWN",1950,67095.66257
"238","COG","COG",1950,5000.0059
"239","DNK","EST",1950,758.0720573
"240","DNK","DEU",1950,4710.487555
"241","DNK","NOR",1950,2674.452262
"242","DNK","SJM",1950,62.89320122
"243","DNK","USA",1950,389.3295935
"244","DOM","DOM",1950,599.9987
"245","FIN","ISL",1950,885.8796041
"246","FIN","RUS",1950,93.68825067
"247","FRA","HighSeas",1950,6771.097909
"248","FRA","BIH",1950,1.276134362
"249","FRA","COM",1950,3.020809599
"250","FRA","HRV",1950,472.5647605
"251","FRA","CYP",1950,46.75270113
"252","FRA","GNQ",1950,14.96977798
"253","FRA","FRO",1950,174.1346606
"254","FRA","GUF",1950,38.44157668
"255","FRA","GIB",1950,0.55780952
"256","FRA","ISR",1950,17.66459343
"257","FRA","LBN",1950,23.66552156
"258","FRA","MDG",1950,30.87866862
"259","FRA","NGA",1950,26.72101805
"260","FRA","ROU",1950,206.8041506
"261","FRA","STP",1950,3.314293367
"262","FRA","TUN",1950,705.4254812
"263","FRA","EGY",1950,309.8904961
"264","FRA","SRB",1950,7.096050111
"265","GAB","GAB",1950,2399.9999
"266","GMB","ESP",1950,36.6810779
"267","DEU","DNK",1950,14183.93341
"268","DEU","EST",1950,2505.914687
"269","DEU","SWE",1950,14519.23038
"270","DEU","GBR",1950,69195.40953
"271","DEU","USA",1950,403.943528
"272","GRD","GRD",1950,300.3992
"273","GUM","GUM",1950,0.150152114
"274","IDN","IDN",1950,65309.3097
"275","IRN","IRN",1950,16016.9998
"276","ISR","ISR",1950,1789.925
"277","ITA","CMR",1950,111.163818
"278","ITA","CPV",1950,204.6819486
"279","ITA","COG",1950,61.75344793
"280","ITA","BEN",1950,18.53575231
"281","ITA","GIN",1950,947.5236587
"282","ITA","LBR",1950,98.88557831
"283","ITA","MRT",1950,217.8416153
"284","ITA","GNB",1950,1247.540116
"285","ITA","ESP",1950,2949.158321
"286","ITA","UKR",1950,7002.074527
"287","CIV","CIV",1950,14551.9642
"288","JPN","HighSeas",1950,27425.46407
"289","JPN","SLB",1950,1854.697331
"290","JPN","TWN",1950,20069.18986
"291","JPN","JPN",1950,2154360.016
"292","JPN","PRK",1950,9166.261405
"293","JPN","MAC",1950,647.0818305
"294","JPN","MAR",1950,327.8393217
"295","JPN","NGA",1950,684.1826304
"296","JPN","FSM",1950,3606.015326
"297","JPN","PNG",1950,3001.962818
"298","JPN","STP",1950,36.52544334
"299","JPN","SLE",1950,361.2522271
"300","ITA","GIB",1950,7.908832071
"301","ITA","ISR",1950,161.3178113
"302","ITA","ITA",1950,135650.1513
"303","ITA","LBN",1950,160.970804
"304","ITA","LBY",1950,3199.995116
"305","ITA","NGA",1950,378.5796386
"306","ITA","ROU",1950,1312.22279
"307","ITA","SRB",1950,67.75680434
"308","JAM","JAM",1950,5000.0332
"309","JPN","BRN",1950,19.52216833
"310","JPN","CMR",1950,217.2399494
"311","JPN","BEN",1950,11.58032613
"312","JPN","HKG",1950,537.5220963
"313","JPN","LBR",1950,106.8879799
"314","JPN","MNP",1950,1188.44611
"315","JPN","MHL",1950,1403.231226
"316","JPN","GNB",1950,3670.855185
"317","JPN","RUS",1950,144965.9401
"318","JPN","SGP",1950,1.144711599
"319","JPN","TGO",1950,5.309006217
"320","PRK","PRK",1950,93999.9568
"321","LBN","LBN",1950,1600.0021
"322","LBY","LBY",1950,2299.9997
"323","MLT","MLT",1950,1000.1997
"324","MRT","MRT",1950,3000.0008
"325","NLD","DEU",1950,3108.423412
"326","NLD","NOR",1950,14612.00195
"327","ABW","ABW",1950,0.2
"328","NZL","NZL",1950,32786.57745
"329","NIC","NIC",1950,885.7407008
"330","NOR","ISL",1950,14019.975
"331","NOR","NLD",1950,7042.146135
"332","NOR","NOR",1950,1267880.063
"333","NOR","SJM",1950,2074.104165
"334","MNP","HighSeas",1950,0.028140334
"335","PLW","PLW",1950,300.0001
"336","PAN","PAN",1950,1073.718181
"337","PCN","PCN",1950,0.1924
"338","PRT","AGO",1950,145.5030599
"339","PRT","CIV",1950,610.5013287
"340","PRT","LBR",1950,889.8499574
"341","PRT","MAR",1950,1650.75068
"342","PRT","MTQ",1950,676.8247186
"343","PRT","STP",1950,140.3403991
"344","PRT","SLE",1950,542.8183153
"345","PRT","TGO",1950,65.44527751
"346","RUS","HighSeas",1950,1805.097061
"347","RUS","DZA",1950,5209.054498
"348","RUS","TWN",1950,641.1178028
"349","RUS","HRV",1950,3567.879642
"350","RUS","FRA",1950,3382.104471
"351","RUS","PSE",1950,18.18865579
"352","RUS","HKG",1950,8.367234883
"353","RUS","ISR",1950,144.0344324
"354","RUS","JPN",1950,6240.317579
"355","RUS","PRK",1950,652.7915477
"356","RUS","LBN",1950,176.6441906
"357","RUS","LBY",1950,3195.910774
"358","RUS","MAC",1950,11.7139317
"359","RUS","PHL",1950,23.15649613
"360","RUS","ROU",1950,4452.13325
"361","RUS","TUR",1950,10884.9357
"362","SYC","SYC",1950,999.9997
"363","ZAF","HighSeas",1950,5517.571794
"364","ESP","CAN",1950,72939.34759
"365","ESP","COD",1950,100.7336673
"366","ESP","GNQ",1950,375.9338902
"367","ESP","GEO",1950,332.3063835
"368","ESP","GHA",1950,979.5948483
"369","ESP","GRC",1950,4594.901909
"370","ESP","GIN",1950,3716.191724
"371","ESP","MLT",1950,636.3345896
"372","ESP","MRT",1950,904.0122955
"373","ESP","MCO",1950,1.186269277
"374","ITA","EGY",1950,2004.554399
"375","JPN","AUS",1950,2270.023751
"376","JPN","KHM",1950,44.80500373
"377","JPN","CAN",1950,16564.33794
"378","JPN","COG",1950,157.7058315
"379","JPN","COD",1950,41.50757861
"380","JPN","GNQ",1950,97.77978429
"381","JPN","FJI",1950,315.6802711
"382","JPN","GMB",1950,142.5072304
"383","JPN","GHA",1950,378.1248915
"384","JPN","GIN",1950,2599.989931
"385","JPN","KOR",1950,81265.26809
"386","JPN","MRT",1950,505.7366638
"387","JPN","NRU",1950,287.397514
"388","JPN","NCL",1950,1604.657527
"389","JPN","SEN",1950,488.6587472
"390","JPN","VNM",1950,15742.3127
"391","JPN","ESH",1950,1195.598728
"392","JPN","TON",1950,25.73396076
"393","JPN","USA",1950,105647.9399
"394","KEN","KEN",1950,2999.9926
"395","KOR","HighSeas",1950,4606.245508
"396","KOR","KOR",1950,202694.1571
"397","KWT","KWT",1950,1000.0015
"398","MYS","MYS",1950,140883.2872
"399","MDV","MDV",1950,12000.1962
"400","MUS","MUS",1950,1999.999
"401","MAR","MAR",1950,127432.3585
"402","MOZ","MOZ",1950,7799.9995
"403","OMN","OMN",1950,30000.0042
"404","NLD","HighSeas",1950,220.1712909
"405","NLD","FRA",1950,70.74299554
"406","NLD","GRL",1950,17.68556085
"407","NLD","GBR",1950,30096.85786
"408","NIC","HighSeas",1950,14.25949923
"409","NOR","DEU",1950,5024.655404
"410","NOR","RUS",1950,25667.20838
"411","NOR","GBR",1950,54404.0677
"412","MNP","MNP",1950,0.171859666
"413","PAK","PAK",1950,20500.1996
"414","PRT","HighSeas",1950,6698.960426
"415","PRT","BRA",1950,6.316815188
"416","PRT","CAN",1950,100088.9772
"417","PRT","CPV",1950,668.717731
"418","PRT","COG",1950,203.2822936
"419","PRT","GAB",1950,1050.610413
"420","PRT","GMB",1950,71.26623951
"421","PRT","GHA",1950,857.4189831
"422","PRT","GRL",1950,23463.98027
"423","PRT","NGA",1950,1230.475231
"424","PRT","PRT",1950,118880.6866
"425","PRT","SEN",1950,653.9990427
"426","QAT","QAT",1950,399.9999
"427","REU","HighSeas",1950,224.6458116
"428","RUS","CHN",1950,11976.24933
"429","RUS","CYP",1950,351.4492345
"430","RUS","GRC",1950,11434.97717
"431","RUS","MLT",1950,1205.817441
"432","RUS","MCO",1950,9.00293896
"433","RUS","MAR",1950,1074.998606
"434","RUS","ESP",1950,8741.802608
"435","RUS","SYR",1950,74.21651959
"436","RUS","TUN",1950,7674.79837
"437","RUS","UKR",1950,18295.12895
"438","RUS","EGY",1950,2016.008014
"439","KNA","KNA",1950,300.0042
"440","VCT","HighSeas",1950,42.97221572
"441","SAU","HighSeas",1950,3.96626335
"442","SAU","SAU",1950,2996.033437
"443","SEN","HighSeas",1950,166.9953779
"444","SOM","SOM",1950,6000.0034
"445","ZAF","ZAF",1950,290344.0882
"446","ESP","BIH",1950,18.93938843
"447","ESP","BGR",1950,550.1889012
"448","ESP","HRV",1950,2913.634047
"449","ESP","GAB",1950,857.7668884
"450","ESP","PSE",1950,38.16045073
"451","ESP","LBY",1950,4143.337317
"452","ESP","MAR",1950,1258.449636
"453","ESP","NGA",1950,1499.193921
"454","ESP","RUS",1950,4037.933061
"455","ESP","MTQ",1950,494.0723991
"456","ESP","TGO",1950,30.08600931
"457","ESP","GBR",1950,118.6157996
"458","ESP","USA",1950,4586.661162
"459","SDN","SDN",1950,499.9994
"460","SWE","ISL",1950,1958.328179
"461","SWE","NLD",1950,3182.937639
"462","TGO","TGO",1950,1899.9998
"463","TTO","TTO",1950,1000.0005
"464","ARE","ARE",1950,12000.0024
"465","TUN","TUN",1950,11766.2022
"466","GBR","ISL",1950,154231.396
"467","GBR","NLD",1950,4346.147751
"468","GBR","NOR",1950,40015.24089
"469","USA","PRI",1950,115.347532
"470","USA","USA",1950,114233.1891
"471","URY","URY",1950,3499.9999
"472","VEN","VEN",1950,67400.1961
"473","WLF","WLF",1950,30.0002
"474","ASM","ASM",1951,0.176588208
"475","AGO","AGO",1951,175912.3707
"476","AUS","NFK",1951,105.2350452
"477","BHR","BHR",1951,800.0001
"478","BEL","BEL",1951,3659.369499
"479","BRA","HighSeas",1951,765.4145283
"480","BRA","BRA",1951,126635.7713
"481","BRN","BRN",1951,500
"482","BGR","BGR",1951,3500.0058
"483","KHM","KHM",1951,3400
"484","CMR","CMR",1951,12000.2015
"485","CAN","HighSeas",1951,26608.269
"486","CHL","HighSeas",1951,3964.314265
"487","CHN","HKG",1951,91.287867
"488","MYT","MYT",1951,0.2002
"489","COD","HighSeas",1951,106.4357253
"490","DNK","CAN",1951,7604.743643
"491","DNK","NOR",1951,6051.263592
"492","DMA","DMA",1951,599.9843
"493","SLV","SLV",1951,1699.9974
"494","FLK","HighSeas",1951,0.000859181
"495","FLK","FLK",1951,0.197040819
"496","FIN","FIN",1951,12928.92279
"497","FIN","DEU",1951,50.14078683
"498","FRA","CAN",1951,96720.94691
"499","FRA","COM",1951,5.053699844
"500","FRA","COG",1951,6.801969922
"501","FRA","COD",1951,0.680790478
"502","FRA","GNQ",1951,18.71220376
"503","FRA","GUF",1951,34.20699908
"504","FRA","GEO",1951,57.82473679
"505","FRA","GHA",1951,27.15015348
"506","FRA","GRC",1951,769.0273021
"507","FRA","GRL",1951,22681.50614
"508","FRA","GIN",1951,16.00160522
"509","FRA","ISL",1951,471.3800326
"510","FRA","MLT",1951,100.2224754
"511","FRA","MRT",1951,31.75891245
"512","FRA","MCO",1951,0.426242268
"513","FRA","NLD",1951,20889.94228
"514","FRA","PRT",1951,44.5734747
"515","FRA","REU",1951,5.788393467
"516","FRA","STP",1951,4.142862566
"517","FRA","SEN",1951,21.05459028
"518","FRA","ESP",1951,2807.360397
"519","FRA","SJM",1951,437.4193515
"520","FRA","SYR",1951,21.11375292
"521","JOR","JOR",1950,100.0228
"522","MAC","MAC",1950,4899.9778
"523","MDG","MDG",1950,2399.9753
"524","MTQ","MTQ",1950,2100.4142
"525","MEX","MEX",1950,89188.50367
"526","NLD","BEL",1950,103.3287739
"527","NLD","ISL",1950,2547.108432
"528","NLD","RUS",1950,178.1121781
"529","NLD","SJM",1950,11.04092363
"530","ANT","ANT",1950,399.9985
"531","VUT","VUT",1950,500.2005
"532","NZL","HighSeas",1950,13.99530723
"533","NZL","COK",1950,0.023239771
"534","NGA","NGA",1950,21999.9985
"535","NIU","NIU",1950,0.2
"536","NOR","DNK",1950,11699.6887
"537","NOR","SWE",1950,503.1534483
"538","FSM","FSM",1950,0.1997
"539","PAN","HighSeas",1950,26.28191871
"540","PNG","PNG",1950,6000.4024
"541","PER","PER",1950,73500.3971
"542","PHL","PHL",1950,183994.6658
"543","PRT","BEN",1950,132.3554697
"544","PRT","GNB",1950,569.2405322
"545","PRT","ESP",1950,14552.83199
"546","PRT","ESH",1950,1201.467307
"547","PRT","GBR",1950,2.089009759
"548","PRT","USA",1950,6067.189579
"549","GNB","GNB",1950,300.0004
"550","PRI","PRI",1950,2100.0027
"551","ROU","ROU",1950,4499.9955
"552","RUS","ALB",1950,621.1238998
"553","RUS","BGR",1950,2009.980739
"554","RUS","GEO",1950,1564.124648
"555","RUS","GIB",1950,31.89017469
"556","RUS","ITA",1950,17012.05057
"557","SHN","SHN",1950,368.3720854
"558","STP","STP",1950,600.0019
"559","SLE","SLE",1950,4999.9998
"560","ESP","ALB",1950,495.4055833
"561","ESP","DZA",1950,950.9655132
"562","ESP","CMR",1950,441.5602905
"563","ESP","CPV",1950,863.8609037
"564","ESP","COG",1950,268.0220818
"565","ESP","BEN",1950,80.39223058
"566","ESP","GMB",1950,205.686451
"567","ESP","ITA",1950,7196.647909
"568","ESP","CIV",1950,296.1246404
"569","ESP","LBR",1950,422.6422772
"570","ESP","PRT",1950,8942.723011
"571","ESP","GNB",1950,4933.158712
"572","ESP","UKR",1950,4469.637552
"573","SWE","DEU",1950,2620.889197
"574","THA","THA",1950,120999.9984
"575","TUR","TUR",1950,76999.9984
"576","TCA","TCA",1950,950.0004
"577","EGY","HighSeas",1950,109.7584669
"578","EGY","EGY",1950,18490.43463
"579","GBR","DEU",1950,1642.52105
"580","GBR","SJM",1950,57713.88491
"581","USA","CAN",1950,39577.38567
"582","VIR","HighSeas",1950,65.06306038
"583","AUS","HighSeas",1951,122.4301859
"584","AUS","NRU",1951,0.441819593
"585","BHS","HighSeas",1951,3.379031633
"586","BLZ","HighSeas",1951,5.885047882
"587","SLB","SLB",1951,999.9993
"588","CAN","CAN",1951,847481.5292
"589","CHL","CHL",1951,90095.69433
"590","CHN","HighSeas",1951,973.089211
"591","JPN","MYS",1950,362.8424179
"592","JPN","PLW",1950,755.5097516
"593","JPN","PHL",1950,3058.545026
"594","JPN","TLS",1950,0.041249056
"595","JPN","ESP",1950,154.3609674
"596","JPN","THA",1950,146.1350409
"597","JPN","TUV",1950,143.7632426
"598","JPN","USA",1950,9823.979752
"599","JPN","WLF",1950,15.99914683
"600","LBR","LBR",1950,999.9988
"601","MYS","SGP",1950,23.65776353
"602","MEX","HighSeas",1950,111.497534
"603","MSR","MSR",1950,49.9987
"604","MAR","ESH",1950,4667.846689
"605","NRU","NRU",1950,0.2
"606","NLD","DNK",1950,5189.142566
"607","NLD","FRO",1950,84.37381621
"608","NLD","NLD",1950,122009.2147
"609","NCL","NCL",1950,400.2005
"610","NOR","HighSeas",1950,1195.931386
"611","MHL","MHL",1950,0.1999
"612","PHL","HighSeas",1950,5396.331218
"613","PRT","CMR",1950,380.616212
"614","PRT","COD",1950,21.12756825
"615","PRT","GNQ",1950,556.2577351
"616","PRT","GIN",1950,804.0456556
"617","PRT","MRT",1950,810.4840164
"618","REU","REU",1950,775.3514884
"619","RUS","BIH",1950,30.84812321
"620","RUS","KOR",1950,5521.212098
"621","RUS","MNP",1950,25.16589078
"622","RUS","RUS",1950,508002.6853
"623","RUS","VNM",1950,437.4756829
"624","RUS","SRB",1950,119.5480444
"625","SHN","HighSeas",1950,31.82881462
"626","LCA","LCA",1950,300.001
"627","MTQ","MTQ",1950,2500.0015
"628","VCT","VCT",1950,257.0275843
"629","SEN","SEN",1950,12833.40502
"630","SGP","SGP",1950,3799.9924
"631","VNM","VNM",1950,49999.9999
"632","ZAF","NAM",1950,20738.53642
"633","ESP","HighSeas",1950,10337.09753
"634","ESP","CYP",1950,479.1699409
"635","ESP","FRA",1950,40474.41332
"636","ESP","GIB",1950,8.051632102
"637","ESP","GRL",1950,16722.56876
"638","ESP","ISR",1950,195.3425832
"639","ESP","LBN",1950,145.4531679
"640","ESP","ROU",1950,1145.711848
"641","ESP","STP",1950,297.974814
"642","ESP","SEN",1950,776.0946661
"643","ESP","ESH",1950,1633.804284
"644","ESP","TUN",1950,4231.472744
"645","ESP","TUR",1950,2250.285885
"646","ESP","EGY",1950,2049.676027
"647","ESP","SRB",1950,96.38338704
"648","SWE","HighSeas",1950,487.6384293
"649","SWE","FIN",1950,1554.963016
"650","SYR","SYR",1950,500.0063
"651","TKL","TKL",1950,0.2
"652","TUV","TUV",1950,0.1999
"653","GBR","FRO",1950,32272.84945
"654","GBR","GRL",1950,14453.68493
"655","USA","HighSeas",1950,63041.7068
"656","USA","ASM",1950,744.2034954
"657","USA","GRL",1950,19058.01006
"658","YEM","YEM",1950,24999.9996
"659","ALB","ALB",1951,1099.9983
"660","ASM","HighSeas",1951,0.023511792
"661","AGO","HighSeas",1951,3587.875359
"662","ARG","ARG",1951,62100.9846
"663","BHS","BHS",1951,996.6210684
"664","ESP","SLE",1950,509.2875333
"665","ESP","ESP",1950,351538.052
"666","ESP","SYR",1950,86.62165772
"667","SUR","SUR",1950,799.9999
"668","SWE","DNK",1950,13522.17018
"669","SWE","SWE",1950,123550.0347
"670","SWE","GBR",1950,37986.08587
"671","TON","TON",1950,199.9999
"672","GBR","HighSeas",1950,5330.743505
"673","GBR","BEL",1950,97.95219122
"674","GBR","DNK",1950,2091.253274
"675","GBR","FRA",1950,1571.430352
"676","GBR","IRL",1950,13663.54483
"677","GBR","RUS",1950,105070.9431
"678","GBR","GBR",1950,438786.5058
"679","IMN","GBR",1950,3499.9998
"680","TZA","TZA",1950,6999.9881
"681","USA","RUS",1950,3291.373175
"682","USA","USA",1950,2201095.533
"683","USA","VIR",1950,45.62338901
"684","VIR","VIR",1950,134.9364396
"685","WSM","WSM",1950,300.0028
"686","SCG","BIH",1950,148.9813644
"687","SCG","HRV",1950,18723.75846
"688","SCG","SVN",1950,66.11885579
"689","SCG","SRB",1950,1432.738623
"690","DZA","DZA",1951,23000.3978
"691","ATG","ATG",1951,99.9994
"692","AUS","AUS",1951,31784.1399
"693","AUS","PNG",1951,89.25245267
"694","BGD","BGD",1951,24000.0004
"695","BEL","HighSeas",1951,9.618322332
"696","BEL","DNK",1951,2919.512947
"697","BEL","FRO",1951,17.93904203
"698","BEL","FRA",1951,1264.725155
"699","BEL","GRL",1951,137.3673858
"700","BEL","ISL",1951,15677.73972
